model,model-type,concept1,concept2,raw-counts,accuracy
llava,vlm-text,tractor,wheeled vehicle,"(15, 15)",100
llava,vlm-text,tractor,vehicle,"(15, 15)",100
llava,vlm-text,lid,top,"(49, 58)",84.48275862
llava,vlm-text,lid,woman's clothing,"(37, 58)",63.79310345
llava,vlm-text,lid,clothing,"(47, 58)",81.03448276
llava,vlm-text,wok,pan,"(1, 2)",50
llava,vlm-text,wok,kitchen utensil,"(1, 2)",50
llava,vlm-text,wok,utensil,"(1, 2)",50
llava,vlm-text,pencil,writing tool,"(3, 3)",100
llava,vlm-text,comforter,bedding,"(14, 14)",100
llava,vlm-text,comforter,covering,"(13, 14)",92.85714286
llava,vlm-text,sponge,absorbent material,"(15, 16)",93.75
llava,vlm-text,notebook,book,"(22, 23)",95.65217391
llava,vlm-text,pen,writing device,"(18, 18)",100
llava,vlm-text,dumpster,container,"(10, 10)",100
llava,vlm-text,chandelier,light fixture,"(4, 4)",100
llava,vlm-text,chandelier,fixture,"(4, 4)",100
llava,vlm-text,light fixture,fixture,"(4, 4)",100
llava,vlm-text,helmet,headgear,"(279, 313)",89.13738019
llava,vlm-text,helmet,covering,"(227, 313)",72.52396166
llava,vlm-text,sink,plumbing fixture,"(192, 201)",95.52238806
llava,vlm-text,sink,fixture,"(188, 201)",93.53233831
llava,vlm-text,fork,cutlery,"(274, 296)",92.56756757
llava,vlm-text,hose,tube,"(17, 18)",94.44444444
llava,vlm-text,truck,motor vehicle,"(171, 178)",96.06741573
llava,vlm-text,truck,wheeled vehicle,"(172, 178)",96.62921348
llava,vlm-text,truck,vehicle,"(169, 178)",94.94382022
llava,vlm-text,ship,water vehicle,"(2, 2)",100
llava,vlm-text,ship,vehicle,"(1, 2)",50
llava,vlm-text,soup,food,"(2, 2)",100
llava,vlm-text,watch,instrument,"(31, 33)",93.93939394
llava,vlm-text,watch,device,"(32, 33)",96.96969697
llava,vlm-text,doll,toy,"(10, 13)",76.92307692
llava,vlm-text,microwave,kitchen appliance,"(70, 72)",97.22222222
llava,vlm-text,microwave,home appliance,"(69, 72)",95.83333333
llava,vlm-text,microwave,appliance,"(70, 72)",97.22222222
llava,vlm-text,donkey,equine,"(5, 5)",100
llava,vlm-text,donkey,mammal,"(5, 5)",100
llava,vlm-text,donkey,vertebrate,"(4, 5)",80
llava,vlm-text,donkey,animal,"(5, 5)",100
llava,vlm-text,farmer,person,"(1, 1)",100
llava,vlm-text,bracelet,band,"(20, 23)",86.95652174
llava,vlm-text,bracelet,strip,"(19, 23)",82.60869565
llava,vlm-text,card,paper,"(2, 2)",100
llava,vlm-text,skateboard,board,"(412, 427)",96.48711944
llava,vlm-text,poster,sign,"(9, 9)",100
llava,vlm-text,bench,seat,"(418, 511)",81.80039139
llava,vlm-text,bench,furniture,"(448, 511)",87.67123288
llava,vlm-text,cupboard,furniture,"(6, 7)",85.71428571
llava,vlm-text,patio,area,"(3, 3)",100
llava,vlm-text,crowd,gathering,"(4, 4)",100
llava,vlm-text,crowd,group,"(4, 4)",100
mllama,vlm-text,bedspread,bedding,"(4, 4)",100
mllama,vlm-text,bedspread,covering,"(4, 4)",100
mllama,vlm-text,bedding,covering,"(102, 107)",95.3271028
mllama,vlm-text,giraffe,mammal,"(299, 322)",92.85714286
mllama,vlm-text,giraffe,vertebrate,"(282, 322)",87.57763975
mllama,vlm-text,giraffe,animal,"(298, 322)",92.54658385
mllama,vlm-text,mammal,vertebrate,"(3513, 4178)",84.08329344
mllama,vlm-text,mammal,animal,"(4059, 4178)",97.15174725
mllama,vlm-text,vertebrate,animal,"(3766, 3927)",95.90017825
mllama,vlm-text,bunny,rabbit,"(18, 21)",85.71428571
mllama,vlm-text,bunny,mammal,"(16, 21)",76.19047619
mllama,vlm-text,bunny,vertebrate,"(15, 21)",71.42857143
mllama,vlm-text,bunny,animal,"(17, 21)",80.95238095
mllama,vlm-text,rabbit,mammal,"(16, 19)",84.21052632
mllama,vlm-text,rabbit,vertebrate,"(15, 19)",78.94736842
mllama,vlm-text,rabbit,animal,"(17, 19)",89.47368421
mllama,vlm-text,mask,protective covering,"(4, 4)",100
mllama,vlm-text,mask,covering,"(4, 4)",100
mllama,vlm-text,protective covering,covering,"(82, 83)",98.79518072
mllama,vlm-text,dishwasher,home appliance,"(8, 9)",88.88888889
mllama,vlm-text,dishwasher,appliance,"(8, 9)",88.88888889
mllama,vlm-text,home appliance,appliance,"(176, 189)",93.12169312
mllama,vlm-text,bed,bedroom furniture,"(112, 127)",88.18897638
mllama,vlm-text,bed,furniture,"(115, 127)",90.5511811
mllama,vlm-text,bedroom furniture,furniture,"(112, 113)",99.11504425
mllama,vlm-text,flower,plant,"(53, 65)",81.53846154
mllama,vlm-text,burner,heating element,"(10, 11)",90.90909091
mllama,vlm-text,station,facility,"(8, 8)",100
mllama,vlm-text,bread,baked good,"(4, 4)",100
mllama,vlm-text,bread,food,"(4, 4)",100
mllama,vlm-text,baked good,food,"(133, 148)",89.86486486
mllama,vlm-text,blender,mixer,"(6, 10)",60
mllama,vlm-text,blender,kitchen utensil,"(5, 10)",50
mllama,vlm-text,blender,utensil,"(6, 10)",60
mllama,vlm-text,mixer,kitchen utensil,"(5, 6)",83.33333333
mllama,vlm-text,mixer,utensil,"(6, 6)",100
mllama,vlm-text,kitchen utensil,utensil,"(45, 51)",88.23529412
mllama,vlm-text,sculpture,artwork,"(2, 4)",50
mllama,vlm-text,sculpture,art,"(2, 4)",50
mllama,vlm-text,artwork,art,"(80, 83)",96.38554217
mllama,vlm-text,skateboarder,athlete,"(17, 20)",85
mllama,vlm-text,skateboarder,person,"(16, 20)",80
mllama,vlm-text,athlete,person,"(85, 89)",95.50561798
mllama,vlm-text,cooker,kitchen utensil,"(3, 4)",75
mllama,vlm-text,cooker,utensil,"(2, 4)",50
mllama,vlm-text,paddle,bat,"(5, 7)",71.42857143
mllama,vlm-text,paddle,club,"(5, 7)",71.42857143
mllama,vlm-text,paddle,stick,"(5, 7)",71.42857143
mllama,vlm-text,bat,club,"(98, 145)",67.5862069
mllama,vlm-text,bat,stick,"(97, 145)",66.89655172
mllama,vlm-text,club,stick,"(93, 101)",92.07920792
mllama,vlm-text,baseball,game,"(9, 13)",69.23076923
mllama,vlm-text,ginger,spice,"(0, 2)",0
mllama,vlm-text,ginger,food,"(1, 2)",50
mllama,vlm-text,spice,food,"(0, 0)",0
mllama,vlm-text,lamp,furniture,"(17, 29)",58.62068966
mllama,vlm-text,owl,bird of prey,"(3, 3)",100
mllama,vlm-text,owl,bird,"(2, 3)",66.66666667
mllama,vlm-text,owl,vertebrate,"(1, 3)",33.33333333
mllama,vlm-text,owl,animal,"(3, 3)",100
mllama,vlm-text,bird of prey,bird,"(16, 19)",84.21052632
mllama,vlm-text,bird of prey,vertebrate,"(11, 19)",57.89473684
mllama,vlm-text,bird of prey,animal,"(17, 19)",89.47368421
mllama,vlm-text,bird,vertebrate,"(226, 316)",71.51898734
mllama,vlm-text,bird,animal,"(278, 316)",87.97468354
mllama,vlm-text,tomato,vegetable,"(1, 1)",100
mllama,vlm-text,tomato,produce,"(1, 1)",100
mllama,vlm-text,tomato,food,"(1, 1)",100
mllama,vlm-text,vegetable,produce,"(93, 106)",87.73584906
mllama,vlm-text,vegetable,food,"(93, 106)",87.73584906
mllama,vlm-text,produce,food,"(88, 94)",93.61702128
mllama,vlm-text,cage,enclosure,"(2, 2)",100
mllama,vlm-text,bear,mammal,"(244, 271)",90.03690037
mllama,vlm-text,bear,vertebrate,"(221, 271)",81.5498155
mllama,vlm-text,bear,animal,"(245, 271)",90.40590406
mllama,vlm-text,clock,instrument,"(248, 369)",67.20867209
mllama,vlm-text,clock,device,"(289, 369)",78.3197832
mllama,vlm-text,instrument,device,"(265, 278)",95.32374101
mllama,vlm-text,suitcase,baggage,"(23, 27)",85.18518519
mllama,vlm-text,suitcase,case,"(26, 27)",96.2962963
mllama,vlm-text,suitcase,container,"(24, 27)",88.88888889
mllama,vlm-text,baggage,case,"(23, 23)",100
mllama,vlm-text,baggage,container,"(23, 23)",100
mllama,vlm-text,case,container,"(29, 31)",93.5483871
mllama,vlm-text,blanket,bedding,"(89, 112)",79.46428571
mllama,vlm-text,blanket,covering,"(96, 112)",85.71428571
mllama,vlm-text,glaze,topping,"(1, 2)",50
mllama,vlm-text,glaze,garnish,"(2, 2)",100
mllama,vlm-text,topping,garnish,"(1, 1)",100
mllama,vlm-text,dish,container,"(8, 13)",61.53846154
mllama,vlm-text,bus,motor vehicle,"(161, 191)",84.29319372
mllama,vlm-text,bus,wheeled vehicle,"(163, 191)",85.34031414
mllama,vlm-text,bus,vehicle,"(166, 191)",86.91099476
mllama,vlm-text,motor vehicle,wheeled vehicle,"(624, 675)",92.44444444
mllama,vlm-text,motor vehicle,vehicle,"(638, 675)",94.51851852
mllama,vlm-text,wheeled vehicle,vehicle,"(662, 715)",92.58741259
mllama,vlm-text,roadway,road,"(3, 3)",100
mllama,vlm-text,building,structure,"(78, 79)",98.73417722
mllama,vlm-text,wall,partition,"(171, 230)",74.34782609
mllama,vlm-text,wall,structure,"(198, 230)",86.08695652
mllama,vlm-text,partition,structure,"(164, 175)",93.71428571
mllama,vlm-text,robe,garment,"(2, 2)",100
mllama,vlm-text,robe,clothing,"(2, 2)",100
mllama,vlm-text,garment,clothing,"(891, 950)",93.78947368
mllama,vlm-text,laptop,personal computer,"(152, 182)",83.51648352
mllama,vlm-text,laptop,computer,"(144, 182)",79.12087912
mllama,vlm-text,laptop,electronic device,"(156, 182)",85.71428571
mllama,vlm-text,laptop,device,"(148, 182)",81.31868132
mllama,vlm-text,personal computer,computer,"(143, 157)",91.08280255
mllama,vlm-text,personal computer,electronic device,"(145, 157)",92.3566879
mllama,vlm-text,personal computer,device,"(139, 157)",88.53503185
mllama,vlm-text,computer,electronic device,"(134, 148)",90.54054054
mllama,vlm-text,computer,device,"(128, 148)",86.48648649
mllama,vlm-text,electronic device,device,"(337, 371)",90.83557951
mllama,vlm-text,pond,lake,"(6, 6)",100
mllama,vlm-text,pond,body of water,"(6, 6)",100
mllama,vlm-text,lake,body of water,"(43, 43)",100
mllama,vlm-text,bug,insect,"(1, 1)",100
mllama,vlm-text,bug,invertebrate,"(0, 1)",0
mllama,vlm-text,bug,animal,"(0, 1)",0
mllama,vlm-text,insect,invertebrate,"(0, 1)",0
mllama,vlm-text,insect,animal,"(0, 1)",0
mllama,vlm-text,invertebrate,animal,"(0, 0)",0
mllama,vlm-text,carrot,root vegetable,"(74, 79)",93.67088608
mllama,vlm-text,carrot,vegetable,"(72, 79)",91.13924051
mllama,vlm-text,carrot,produce,"(65, 79)",82.27848101
mllama,vlm-text,carrot,food,"(65, 79)",82.27848101
mllama,vlm-text,root vegetable,vegetable,"(76, 80)",95
mllama,vlm-text,root vegetable,produce,"(69, 80)",86.25
mllama,vlm-text,root vegetable,food,"(68, 80)",85
mllama,vlm-text,bathroom,room,"(4, 4)",100
mllama,vlm-text,bathroom,area,"(4, 4)",100
mllama,vlm-text,room,area,"(128, 133)",96.2406015
mllama,vlm-text,blind,protective covering,"(76, 76)",100
mllama,vlm-text,blind,covering,"(75, 76)",98.68421053
mllama,vlm-text,skier,athlete,"(14, 14)",100
mllama,vlm-text,skier,person,"(14, 14)",100
mllama,vlm-text,necklace,jewelry,"(13, 13)",100
mllama,vlm-text,necklace,ornament,"(12, 13)",92.30769231
mllama,vlm-text,necklace,decoration,"(12, 13)",92.30769231
mllama,vlm-text,jewelry,ornament,"(30, 35)",85.71428571
mllama,vlm-text,jewelry,decoration,"(30, 35)",85.71428571
mllama,vlm-text,ornament,decoration,"(32, 32)",100
mllama,vlm-text,refrigerator,home appliance,"(41, 48)",85.41666667
mllama,vlm-text,refrigerator,appliance,"(40, 48)",83.33333333
mllama,vlm-text,sweater,garment,"(15, 15)",100
mllama,vlm-text,sweater,clothing,"(15, 15)",100
mllama,vlm-text,motorcycle,motor vehicle,"(86, 97)",88.65979381
mllama,vlm-text,motorcycle,wheeled vehicle,"(77, 97)",79.3814433
mllama,vlm-text,motorcycle,vehicle,"(81, 97)",83.50515464
mllama,vlm-text,van,motor vehicle,"(5, 7)",71.42857143
mllama,vlm-text,van,wheeled vehicle,"(6, 7)",85.71428571
mllama,vlm-text,van,vehicle,"(6, 7)",85.71428571
mllama,vlm-text,sweatshirt,sweater,"(6, 9)",66.66666667
mllama,vlm-text,sweatshirt,garment,"(8, 9)",88.88888889
mllama,vlm-text,sweatshirt,clothing,"(8, 9)",88.88888889
mllama,vlm-text,zebra,equine,"(463, 489)",94.68302658
mllama,vlm-text,zebra,mammal,"(452, 489)",92.43353783
mllama,vlm-text,zebra,vertebrate,"(437, 489)",89.36605317
mllama,vlm-text,zebra,animal,"(453, 489)",92.63803681
mllama,vlm-text,equine,mammal,"(873, 970)",90
mllama,vlm-text,equine,vertebrate,"(771, 970)",79.48453608
mllama,vlm-text,equine,animal,"(891, 970)",91.8556701
mllama,vlm-text,cup,container,"(101, 121)",83.47107438
mllama,vlm-text,headband,band,"(3, 3)",100
mllama,vlm-text,headband,strip,"(3, 3)",100
mllama,vlm-text,band,strip,"(75, 79)",94.93670886
mllama,vlm-text,swimsuit,garment,"(3, 3)",100
mllama,vlm-text,swimsuit,clothing,"(3, 3)",100
mllama,vlm-text,bucket,vessel,"(4, 6)",66.66666667
mllama,vlm-text,bucket,container,"(4, 6)",66.66666667
mllama,vlm-text,vessel,container,"(331, 348)",95.11494253
mllama,vlm-text,pie,pastry,"(2, 2)",100
mllama,vlm-text,pie,baked good,"(2, 2)",100
mllama,vlm-text,pie,food,"(2, 2)",100
mllama,vlm-text,pastry,baked good,"(11, 11)",100
mllama,vlm-text,pastry,food,"(11, 11)",100
mllama,vlm-text,glass,vessel,"(36, 53)",67.9245283
mllama,vlm-text,glass,container,"(35, 53)",66.03773585
mllama,vlm-text,spoon,cutlery,"(115, 134)",85.82089552
mllama,vlm-text,passenger,traveler,"(11, 12)",91.66666667
mllama,vlm-text,passenger,person,"(10, 12)",83.33333333
mllama,vlm-text,traveler,person,"(14, 15)",93.33333333
mllama,vlm-text,sand,soil,"(164, 261)",62.83524904
mllama,vlm-text,sand,earth,"(172, 261)",65.90038314
mllama,vlm-text,soil,earth,"(168, 192)",87.5
mllama,vlm-text,towel,piece of cloth,"(118, 133)",88.72180451
mllama,vlm-text,towel,clothing,"(86, 133)",64.66165414
mllama,vlm-text,piece of cloth,clothing,"(87, 125)",69.6
mllama,vlm-text,mud,soil,"(20, 24)",83.33333333
mllama,vlm-text,mud,earth,"(15, 24)",62.5
mllama,vlm-text,coffee,beverage,"(39, 45)",86.66666667
mllama,vlm-text,eagle,bird of prey,"(15, 15)",100
mllama,vlm-text,eagle,bird,"(13, 15)",86.66666667
mllama,vlm-text,eagle,vertebrate,"(9, 15)",60
mllama,vlm-text,eagle,animal,"(13, 15)",86.66666667
mllama,vlm-text,pasture,grassland,"(4, 6)",66.66666667
mllama,vlm-text,wine,alcohol,"(34, 38)",89.47368421
mllama,vlm-text,wine,beverage,"(35, 38)",92.10526316
mllama,vlm-text,alcohol,beverage,"(45, 49)",91.83673469
mllama,vlm-text,boot,footwear,"(7, 8)",87.5
mllama,vlm-text,boot,covering,"(7, 8)",87.5
mllama,vlm-text,footwear,covering,"(42, 56)",75
mllama,vlm-text,chair,seat,"(113, 133)",84.96240602
mllama,vlm-text,chair,furniture,"(112, 133)",84.21052632
mllama,vlm-text,seat,furniture,"(532, 572)",93.00699301
mllama,vlm-text,goat,mammal,"(13, 14)",92.85714286
mllama,vlm-text,goat,vertebrate,"(12, 14)",85.71428571
mllama,vlm-text,goat,animal,"(12, 14)",85.71428571
mllama,vlm-text,tissue,paper,"(25, 27)",92.59259259
mllama,vlm-text,pineapple,fruit,"(5, 5)",100
mllama,vlm-text,pineapple,food,"(5, 5)",100
mllama,vlm-text,fruit,food,"(176, 192)",91.66666667
mllama,vlm-text,burger,sandwich,"(0, 0)",0
mllama,vlm-text,burger,food,"(0, 0)",0
mllama,vlm-text,sandwich,food,"(5, 5)",100
mllama,vlm-text,bell,acoustic device,"(2, 2)",100
mllama,vlm-text,bell,device,"(2, 2)",100
mllama,vlm-text,acoustic device,device,"(2, 2)",100
mllama,vlm-text,carriage,wheeled vehicle,"(3, 4)",75
mllama,vlm-text,carriage,vehicle,"(4, 4)",100
mllama,vlm-text,camera,photographic equipment,"(30, 34)",88.23529412
mllama,vlm-text,camera,device,"(26, 34)",76.47058824
mllama,vlm-text,photographic equipment,device,"(25, 31)",80.64516129
mllama,vlm-text,cathedral,church,"(0, 1)",0
mllama,vlm-text,cathedral,building,"(0, 1)",0
mllama,vlm-text,cathedral,structure,"(0, 1)",0
mllama,vlm-text,church,building,"(0, 0)",0
mllama,vlm-text,church,structure,"(0, 0)",0
mllama,vlm-text,beer,alcohol,"(9, 9)",100
mllama,vlm-text,beer,beverage,"(8, 9)",88.88888889
mllama,vlm-text,sofa,seat,"(13, 24)",54.16666667
mllama,vlm-text,sofa,furniture,"(19, 24)",79.16666667
mllama,vlm-text,banana,fruit,"(86, 90)",95.55555556
mllama,vlm-text,banana,food,"(80, 90)",88.88888889
mllama,vlm-text,platter,tableware,"(3, 4)",75
mllama,vlm-text,pilot,person,"(0, 1)",0
mllama,vlm-text,jet,aircraft,"(10, 11)",90.90909091
mllama,vlm-text,jet,vehicle,"(10, 11)",90.90909091
mllama,vlm-text,aircraft,vehicle,"(213, 253)",84.18972332
mllama,vlm-text,apron,protective garment,"(2, 2)",100
mllama,vlm-text,apron,clothing,"(2, 2)",100
mllama,vlm-text,protective garment,clothing,"(2, 2)",100
mllama,vlm-text,skirt,clothing,"(5, 6)",83.33333333
mllama,vlm-text,water,liquid,"(729, 772)",94.43005181
mllama,vlm-text,water,fluid,"(712, 772)",92.22797927
mllama,vlm-text,liquid,fluid,"(742, 775)",95.74193548
mllama,vlm-text,stadium,building,"(0, 1)",0
mllama,vlm-text,stadium,structure,"(1, 1)",100
mllama,vlm-text,cockpit,room,"(3, 5)",60
mllama,vlm-text,cockpit,area,"(5, 5)",100
mllama,vlm-text,bush,woody plant,"(7, 9)",77.77777778
mllama,vlm-text,bush,plant,"(5, 9)",55.55555556
mllama,vlm-text,woody plant,plant,"(5, 7)",71.42857143
mllama,vlm-text,pot,vessel,"(74, 87)",85.05747126
mllama,vlm-text,pot,container,"(79, 87)",90.8045977
mllama,vlm-text,bedroom,room,"(13, 13)",100
mllama,vlm-text,bedroom,area,"(11, 13)",84.61538462
mllama,vlm-text,kitchen,room,"(24, 24)",100
mllama,vlm-text,kitchen,area,"(24, 24)",100
mllama,vlm-text,cereal,breakfast food,"(1, 1)",100
mllama,vlm-text,cereal,food,"(1, 1)",100
mllama,vlm-text,breakfast food,food,"(1, 1)",100
mllama,vlm-text,cabinet,furniture,"(31, 36)",86.11111111
mllama,vlm-text,store,establishment,"(2, 2)",100
mllama,vlm-text,radio,electronic device,"(3, 5)",60
mllama,vlm-text,radio,device,"(3, 5)",60
mllama,vlm-text,stove,kitchen appliance,"(28, 32)",87.5
mllama,vlm-text,stove,home appliance,"(29, 32)",90.625
mllama,vlm-text,stove,appliance,"(30, 32)",93.75
mllama,vlm-text,kitchen appliance,home appliance,"(127, 133)",95.4887218
mllama,vlm-text,kitchen appliance,appliance,"(125, 133)",93.98496241
mllama,vlm-text,table,furniture,"(1116, 1349)",82.72794663
mllama,vlm-text,bull,cattle,"(27, 30)",90
mllama,vlm-text,bull,mammal,"(30, 30)",100
mllama,vlm-text,bull,vertebrate,"(17, 30)",56.66666667
mllama,vlm-text,bull,animal,"(29, 30)",96.66666667
mllama,vlm-text,cattle,mammal,"(304, 332)",91.56626506
mllama,vlm-text,cattle,vertebrate,"(267, 332)",80.42168675
mllama,vlm-text,cattle,animal,"(307, 332)",92.46987952
mllama,vlm-text,thermometer,measuring instrument,"(3, 3)",100
mllama,vlm-text,thermometer,instrument,"(3, 3)",100
mllama,vlm-text,thermometer,device,"(3, 3)",100
mllama,vlm-text,measuring instrument,instrument,"(3, 4)",75
mllama,vlm-text,measuring instrument,device,"(4, 4)",100
mllama,vlm-text,pole,rod,"(63, 75)",84
mllama,vlm-text,pizza,food,"(82, 90)",91.11111111
mllama,vlm-text,doorway,entrance,"(2, 2)",100
mllama,vlm-text,doorway,access,"(2, 2)",100
mllama,vlm-text,doorway,way,"(2, 2)",100
mllama,vlm-text,entrance,access,"(2, 2)",100
mllama,vlm-text,entrance,way,"(2, 2)",100
mllama,vlm-text,access,way,"(2, 2)",100
mllama,vlm-text,highway,road,"(4, 4)",100
mllama,vlm-text,baby,child,"(28, 31)",90.32258065
mllama,vlm-text,baby,person,"(28, 31)",90.32258065
mllama,vlm-text,child,person,"(91, 98)",92.85714286
mllama,vlm-text,scarf,garment,"(9, 10)",90
mllama,vlm-text,scarf,clothing,"(9, 10)",90
mllama,vlm-text,broom,cleaning tool,"(3, 3)",100
mllama,vlm-text,taxi,car,"(0, 1)",0
mllama,vlm-text,taxi,motor vehicle,"(1, 1)",100
mllama,vlm-text,taxi,wheeled vehicle,"(1, 1)",100
mllama,vlm-text,taxi,vehicle,"(1, 1)",100
mllama,vlm-text,car,motor vehicle,"(180, 199)",90.45226131
mllama,vlm-text,car,wheeled vehicle,"(165, 199)",82.91457286
mllama,vlm-text,car,vehicle,"(177, 199)",88.94472362
mllama,vlm-text,fence,barrier,"(474, 581)",81.58347676
mllama,vlm-text,fence,structure,"(437, 581)",75.2151463
mllama,vlm-text,barrier,structure,"(450, 502)",89.64143426
mllama,vlm-text,guitar,stringed instrument,"(18, 22)",81.81818182
mllama,vlm-text,guitar,musical instrument,"(19, 22)",86.36363636
mllama,vlm-text,guitar,device,"(16, 22)",72.72727273
mllama,vlm-text,stringed instrument,musical instrument,"(17, 18)",94.44444444
mllama,vlm-text,stringed instrument,device,"(16, 18)",88.88888889
mllama,vlm-text,musical instrument,device,"(18, 22)",81.81818182
mllama,vlm-text,saucer,flatware,"(25, 31)",80.64516129
mllama,vlm-text,saucer,tableware,"(27, 31)",87.09677419
mllama,vlm-text,flatware,tableware,"(25, 26)",96.15384615
mllama,vlm-text,pipe,tube,"(34, 51)",66.66666667
mllama,vlm-text,cap,headgear,"(56, 65)",86.15384615
mllama,vlm-text,cap,covering,"(51, 65)",78.46153846
mllama,vlm-text,headgear,covering,"(534, 617)",86.54781199
mllama,vlm-text,locomotive,wheeled vehicle,"(1, 2)",50
mllama,vlm-text,locomotive,vehicle,"(2, 2)",100
mllama,vlm-text,crown,headgear,"(11, 16)",68.75
mllama,vlm-text,crown,covering,"(11, 16)",68.75
mllama,vlm-text,airport,facility,"(6, 6)",100
mllama,vlm-text,brush,tool,"(36, 51)",70.58823529
mllama,vlm-text,apple,fruit,"(66, 70)",94.28571429
mllama,vlm-text,apple,food,"(61, 70)",87.14285714
mllama,vlm-text,backpack,bag,"(102, 127)",80.31496063
mllama,vlm-text,backpack,container,"(101, 127)",79.52755906
mllama,vlm-text,bag,container,"(407, 482)",84.43983402
mllama,vlm-text,cake,baked good,"(100, 110)",90.90909091
mllama,vlm-text,cake,food,"(93, 110)",84.54545455
mllama,vlm-text,train,vehicle,"(336, 406)",82.75862069
mllama,vlm-text,heater,electronic device,"(4, 8)",50
mllama,vlm-text,heater,device,"(6, 8)",75
mllama,vlm-text,tea,beverage,"(2, 3)",66.66666667
mllama,vlm-text,kitten,cat,"(1, 1)",100
mllama,vlm-text,kitten,feline,"(1, 1)",100
mllama,vlm-text,kitten,mammal,"(1, 1)",100
mllama,vlm-text,kitten,vertebrate,"(1, 1)",100
mllama,vlm-text,kitten,animal,"(1, 1)",100
mllama,vlm-text,cat,feline,"(942, 989)",95.24772497
mllama,vlm-text,cat,mammal,"(889, 989)",89.88877654
mllama,vlm-text,cat,vertebrate,"(802, 989)",81.09201213
mllama,vlm-text,cat,animal,"(924, 989)",93.42770475
mllama,vlm-text,feline,mammal,"(916, 1010)",90.69306931
mllama,vlm-text,feline,vertebrate,"(801, 1010)",79.30693069
mllama,vlm-text,feline,animal,"(942, 1010)",93.26732673
mllama,vlm-text,countertop,tabletop,"(6, 7)",85.71428571
mllama,vlm-text,countertop,work surface,"(6, 7)",85.71428571
mllama,vlm-text,countertop,surface,"(6, 7)",85.71428571
mllama,vlm-text,tabletop,work surface,"(6, 6)",100
mllama,vlm-text,tabletop,surface,"(6, 6)",100
mllama,vlm-text,work surface,surface,"(6, 6)",100
mllama,vlm-text,hay,fodder,"(6, 8)",75
mllama,vlm-text,hay,feed,"(4, 8)",50
mllama,vlm-text,hay,animal food,"(5, 8)",62.5
mllama,vlm-text,fodder,feed,"(4, 7)",57.14285714
mllama,vlm-text,fodder,animal food,"(5, 7)",71.42857143
mllama,vlm-text,feed,animal food,"(4, 4)",100
mllama,vlm-text,frisbee,toy,"(72, 110)",65.45454545
mllama,vlm-text,magnet,device,"(7, 7)",100
mllama,vlm-text,cactus,succulent,"(0, 0)",0
mllama,vlm-text,cactus,plant,"(0, 0)",0
mllama,vlm-text,succulent,plant,"(0, 0)",0
mllama,vlm-text,ball,sports equipment,"(107, 151)",70.86092715
mllama,vlm-text,ball,equipment,"(117, 151)",77.48344371
mllama,vlm-text,sports equipment,equipment,"(148, 163)",90.79754601
mllama,vlm-text,kettle,kitchen utensil,"(14, 20)",70
mllama,vlm-text,kettle,utensil,"(12, 20)",60
mllama,vlm-text,guy,man,"(26, 27)",96.2962963
mllama,vlm-text,guy,adult,"(24, 27)",88.88888889
mllama,vlm-text,guy,person,"(26, 27)",96.2962963
mllama,vlm-text,man,adult,"(1312, 1415)",92.72084806
mllama,vlm-text,man,person,"(1346, 1415)",95.12367491
mllama,vlm-text,adult,person,"(1979, 2047)",96.67806546
mllama,vlm-text,shirt,garment,"(415, 438)",94.74885845
mllama,vlm-text,shirt,clothing,"(401, 438)",91.55251142
mllama,vlm-text,knife,hand tool,"(163, 223)",73.0941704
mllama,vlm-text,knife,tool,"(181, 223)",81.16591928
mllama,vlm-text,hand tool,tool,"(166, 174)",95.40229885
mllama,vlm-text,box,container,"(61, 71)",85.91549296
mllama,vlm-text,sailboat,boat,"(7, 7)",100
mllama,vlm-text,sailboat,water vehicle,"(6, 7)",85.71428571
mllama,vlm-text,sailboat,vehicle,"(6, 7)",85.71428571
mllama,vlm-text,boat,water vehicle,"(151, 194)",77.83505155
mllama,vlm-text,boat,vehicle,"(143, 194)",73.71134021
mllama,vlm-text,water vehicle,vehicle,"(134, 155)",86.4516129
mllama,vlm-text,cheese,dairy product,"(6, 6)",100
mllama,vlm-text,cheese,food,"(4, 6)",66.66666667
mllama,vlm-text,dairy product,food,"(4, 6)",66.66666667
mllama,vlm-text,crosswalk,path,"(4, 4)",100
mllama,vlm-text,crosswalk,way,"(4, 4)",100
mllama,vlm-text,path,way,"(110, 119)",92.43697479
mllama,vlm-text,zoo,facility,"(10, 10)",100
mllama,vlm-text,scooter,wheeled vehicle,"(6, 6)",100
mllama,vlm-text,scooter,vehicle,"(4, 6)",66.66666667
mllama,vlm-text,sidewalk,walk,"(101, 110)",91.81818182
mllama,vlm-text,sidewalk,path,"(93, 110)",84.54545455
mllama,vlm-text,sidewalk,way,"(96, 110)",87.27272727
mllama,vlm-text,walk,path,"(90, 104)",86.53846154
mllama,vlm-text,walk,way,"(93, 104)",89.42307692
mllama,vlm-text,cabin,room,"(5, 7)",71.42857143
mllama,vlm-text,cabin,area,"(3, 7)",42.85714286
mllama,vlm-text,sheep,mammal,"(112, 121)",92.56198347
mllama,vlm-text,sheep,vertebrate,"(92, 121)",76.03305785
mllama,vlm-text,sheep,animal,"(114, 121)",94.21487603
mllama,vlm-text,curtain,blind,"(74, 111)",66.66666667
mllama,vlm-text,curtain,protective covering,"(76, 111)",68.46846847
