item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
5783,173,3,ns_2,champagne,walk,3,Is it true that champagnes are a type of walk?,champagnes,walk
5784,173,3,ns_2,champagne,walk,4,Is it true that champagne is a type of walk?,champagne,walk
5785,173,3,ns_3,champagne,canine,1,Is it true that champagnes are canines?,champagnes,canines
5786,173,3,ns_3,champagne,canine,2,Is it true that champagne is a canine?,champagne,canine
5787,173,3,ns_3,champagne,canine,3,Is it true that champagnes are a type of canine?,champagnes,canine
5788,173,3,ns_3,champagne,canine,4,Is it true that champagne is a type of canine?,champagne,canine
5789,173,3,ns_4,champagne,sweater,1,Is it true that champagnes are sweaters?,champagnes,sweaters
5790,173,3,ns_4,champagne,sweater,2,Is it true that champagne is a sweater?,champagne,sweater
5791,173,3,ns_4,champagne,sweater,3,Is it true that champagnes are a type of sweater?,champagnes,sweater
5792,173,3,ns_4,champagne,sweater,4,Is it true that champagne is a type of sweater?,champagne,sweater
5793,174,1,ns_1,tunnel,bedroom furniture,1,Is it true that tunnels are bedroom furniture?,tunnels,bedroom furniture
5794,174,1,ns_1,tunnel,bedroom furniture,2,Is it true that a tunnel is bedroom furniture?,tunnel,bedroom furniture
5795,174,1,ns_1,tunnel,bedroom furniture,3,Is it true that tunnels are a type of bedroom furniture?,tunnels,bedroom furniture
5796,174,1,ns_1,tunnel,bedroom furniture,4,Is it true that a tunnel is a type of bedroom furniture?,tunnel,bedroom furniture
5797,174,1,ns_2,tunnel,garment,1,Is it true that tunnels are garments?,tunnels,garments
5798,174,1,ns_2,tunnel,garment,2,Is it true that a tunnel is garments?,tunnel,garments
5799,174,1,ns_2,tunnel,garment,3,Is it true that tunnels are a type of garment?,tunnels,garment
5800,174,1,ns_2,tunnel,garment,4,Is it true that a tunnel is a type of garment?,tunnel,garment
5801,174,1,ns_3,tunnel,artwork,1,Is it true that tunnels are artworks?,tunnels,artworks
5802,174,1,ns_3,tunnel,artwork,2,Is it true that a tunnel is an artwork?,tunnel,artwork
5803,174,1,ns_3,tunnel,artwork,3,Is it true that tunnels are a type of artwork?,tunnels,artwork
5804,174,1,ns_3,tunnel,artwork,4,Is it true that a tunnel is a type of artwork?,tunnel,artwork
5805,174,1,ns_4,tunnel,wine,1,Is it true that tunnels are wines?,tunnels,wines
5806,174,1,ns_4,tunnel,wine,2,Is it true that a tunnel is a wine?,tunnel,wine
5807,174,1,ns_4,tunnel,wine,3,Is it true that tunnels are a type of wine?,tunnels,wine
5808,174,1,ns_4,tunnel,wine,4,Is it true that a tunnel is a type of wine?,tunnel,wine
5809,175,1,ns_1,girl,baggage,1,Is it true that girls are baggages?,girls,baggages
5810,175,1,ns_1,girl,baggage,2,Is it true that a girl is a baggage?,girl,baggage
5811,175,1,ns_1,girl,baggage,3,Is it true that girls are a type of baggage?,girls,baggage
5812,175,1,ns_1,girl,baggage,4,Is it true that a girl is a type of baggage?,girl,baggage
5813,175,1,ns_2,girl,insect,1,Is it true that girls are insects?,girls,insects
5814,175,1,ns_2,girl,insect,2,Is it true that a girl is an insect?,girl,insect
5815,175,1,ns_2,girl,insect,3,Is it true that girls are a type of insect?,girls,insect
5816,175,1,ns_2,girl,insect,4,Is it true that a girl is a type of insect?,girl,insect
5817,175,1,ns_3,girl,water vehicle,1,Is it true that girls are water vehicles?,girls,water vehicles
5818,175,1,ns_3,girl,water vehicle,2,Is it true that a girl is a water vehicle?,girl,water vehicle
5819,175,1,ns_3,girl,water vehicle,3,Is it true that girls are a type of water vehicle?,girls,water vehicle
5820,175,1,ns_3,girl,water vehicle,4,Is it true that a girl is a type of water vehicle?,girl,water vehicle
5821,175,1,ns_4,girl,church,1,Is it true that girls are churches?,girls,churches
5822,175,1,ns_4,girl,church,2,Is it true that a girl is a church?,girl,church
5823,175,1,ns_4,girl,church,3,Is it true that girls are a type of church?,girls,church
5824,175,1,ns_4,girl,church,4,Is it true that a girl is a type of church?,girl,church
5825,176,1,ns_1,sail,athlete,1,Is it true that sails are athletes?,sails,athletes
5826,176,1,ns_1,sail,athlete,2,Is it true that a sail is an athelete?,sail,athelete
5827,176,1,ns_1,sail,athlete,3,Is it true that sails are a type of athlete?,sails,athlete
5828,176,1,ns_1,sail,athlete,4,Is it true that a sail is a type of athlete?,sail,athlete
5829,176,1,ns_2,sail,condiment,1,Is it true that sails are condiments?,sails,condiments
5830,176,1,ns_2,sail,condiment,2,Is it true that a sail is a condiment?,sail,condiment
5831,176,1,ns_2,sail,condiment,3,Is it true that sails are a type of condiment?,sails,condiment
5832,176,1,ns_2,sail,condiment,4,Is it true that a sail is a type of condiment?,sail,condiment
5833,176,1,ns_3,sail,tool,1,Is it true that sails are tools?,sails,tools
5834,176,1,ns_3,sail,tool,2,Is it true that a sail is a tool?,sail,tool
5835,176,1,ns_3,sail,tool,3,Is it true that sails are a type of tool?,sails,tool
5836,176,1,ns_3,sail,tool,4,Is it true that a sail is a type of tool?,sail,tool
5837,176,1,ns_4,sail,wheeled vehicle,1,Is it true that sails are wheeled vehicles?,sails,wheeled vehicles
5838,176,1,ns_4,sail,wheeled vehicle,2,Is it true that a sail is a wheeled vehicle?,sail,wheeled vehicle
5839,176,1,ns_4,sail,wheeled vehicle,3,Is it true that sails are a type of wheeled vehicle?,sails,wheeled vehicle
5840,176,1,ns_4,sail,wheeled vehicle,4,Is it true that a sail is a type of wheeled vehicle?,sail,wheeled vehicle
5841,176,2,ns_1,sail,meat,1,Is it true that sails are meats?,sails,meats
5842,176,2,ns_1,sail,meat,2,Is it true that a sail is meat?,sail,meat
5843,176,2,ns_1,sail,meat,3,Is it true that sails are a type of meat?,sails,meat
5844,176,2,ns_1,sail,meat,4,Is it true that a sail is a type of meat?,sail,meat
5845,176,2,ns_2,sail,kitchen appliance,1,Is it true that sails are kitchen appliances?,sails,kitchen appliances
5846,176,2,ns_2,sail,kitchen appliance,2,Is it true that a sail is a kitchen appliance?,sail,kitchen appliance
5847,176,2,ns_2,sail,kitchen appliance,3,Is it true that sails are a type of kitchen appliance?,sails,kitchen appliance
5848,176,2,ns_2,sail,kitchen appliance,4,Is it true that a sail is a type of kitchen appliance?,sail,kitchen appliance
5849,176,2,ns_3,sail,flatware,1,Is it true that sails are flatware?,sails,flatware
5850,176,2,ns_3,sail,flatware,2,Is it true that a sail is flatware?,sail,flatware
5851,176,2,ns_3,sail,flatware,3,Is it true that sails are a type of flatware?,sails,flatware
5852,176,2,ns_3,sail,flatware,4,Is it true that a sail is a type of flatware?,sail,flatware
5853,176,2,ns_4,sail,path,1,Is it true that sails are paths?,sails,paths
5854,176,2,ns_4,sail,path,2,Is it true that a sail is a path?,sail,path
5855,176,2,ns_4,sail,path,3,Is it true that sails are a type of path?,sails,path
5856,176,2,ns_4,sail,path,4,Is it true that a sail is a type of path?,sail,path
5857,177,1,ns_1,ketchup,building,1,Is it true that ketchups are buildings?,ketchups,buildings
5858,177,1,ns_1,ketchup,building,2,Is it true that ketchup is a building?,ketchup,building
5859,177,1,ns_1,ketchup,building,3,Is it true that ketchups are a type of building?,ketchups,building
5860,177,1,ns_1,ketchup,building,4,Is it true that ketchup is a type of building?,ketchup,building
5861,177,1,ns_2,ketchup,entrance,1,Is it true that ketchups are entrances?,ketchups,entrances
5862,177,1,ns_2,ketchup,entrance,2,Is it true that ketchup is an entrance?,ketchup,entrance
5863,177,1,ns_2,ketchup,entrance,3,Is it true that ketchups are a type of entrance?,ketchups,entrance
5864,177,1,ns_2,ketchup,entrance,4,Is it true that ketchup is a type of entrance?,ketchup,entrance
5865,177,1,ns_3,ketchup,home appliance,1,Is it true that ketchups are home appliances?,ketchups,home appliances
5866,177,1,ns_3,ketchup,home appliance,2,Is it true that ketchup is a home appliance?,ketchup,home appliance
5867,177,1,ns_3,ketchup,home appliance,3,Is it true that ketchups are a type of home appliance?,ketchups,home appliance
5868,177,1,ns_3,ketchup,home appliance,4,Is it true that ketchup is a type of home appliance?,ketchup,home appliance
5869,177,1,ns_4,ketchup,furniture,1,Is it true that ketchups are furniture?,ketchups,furniture
5870,177,1,ns_4,ketchup,furniture,2,Is it true that ketchup is furniture?,ketchup,furniture
5871,177,1,ns_4,ketchup,furniture,3,Is it true that ketchups are a type of furniture?,ketchups,furniture
5872,177,1,ns_4,ketchup,furniture,4,Is it true that ketchup is a type of furniture?,ketchup,furniture
5873,177,2,ns_1,ketchup,baked good,1,Is it true that ketchups are baked goods?,ketchups,baked goods
5874,177,2,ns_1,ketchup,baked good,2,Is it true that ketchup is baked goods?,ketchup,baked goods
5875,177,2,ns_1,ketchup,baked good,3,Is it true that ketchups are a type of baked good?,ketchups,baked good
5876,177,2,ns_1,ketchup,baked good,4,Is it true that ketchup is a type of baked good?,ketchup,baked good
5877,177,2,ns_2,ketchup,lake,1,Is it true that ketchups are lakes?,ketchups,lakes
5878,177,2,ns_2,ketchup,lake,2,Is it true that ketchup is a lake?,ketchup,lake
5879,177,2,ns_2,ketchup,lake,3,Is it true that ketchups are a type of lake?,ketchups,lake
5880,177,2,ns_2,ketchup,lake,4,Is it true that ketchup is a type of lake?,ketchup,lake
5881,177,2,ns_3,ketchup,ball,1,Is it true that ketchups are balls?,ketchups,balls
5882,177,2,ns_3,ketchup,ball,2,Is it true that ketchup is a ball?,ketchup,ball
5883,177,2,ns_3,ketchup,ball,3,Is it true that ketchups are a type of ball?,ketchups,ball
5884,177,2,ns_3,ketchup,ball,4,Is it true that ketchup is a type of ball?,ketchup,ball
5885,177,2,ns_4,ketchup,bag,1,Is it true that ketchups are bags?,ketchups,bags
5886,177,2,ns_4,ketchup,bag,2,Is it true that ketchup is a bag?,ketchup,bag
5887,177,2,ns_4,ketchup,bag,3,Is it true that ketchups are a type of bag?,ketchups,bag
5888,177,2,ns_4,ketchup,bag,4,Is it true that ketchup is a type of bag?,ketchup,bag
5889,178,1,ns_1,dispenser,footwear,1,Is it true that dispensers are footwears?,dispensers,footwears
5890,178,1,ns_1,dispenser,footwear,2,Is it true that a dispenser is footwear?,dispenser,footwear
5891,178,1,ns_1,dispenser,footwear,3,Is it true that dispensers are a type of footwear?,dispensers,footwear
5892,178,1,ns_1,dispenser,footwear,4,Is it true that a dispenser is a type of footwear?,dispenser,footwear
5893,178,1,ns_2,dispenser,cat,1,Is it true that dispensers are cats?,dispensers,cats
5894,178,1,ns_2,dispenser,cat,2,Is it true that a dispenser is a cat?,dispenser,cat
5895,178,1,ns_2,dispenser,cat,3,Is it true that dispensers are a type of cat?,dispensers,cat
5896,178,1,ns_2,dispenser,cat,4,Is it true that a dispenser is a type of cat?,dispenser,cat
5897,178,1,ns_3,dispenser,club,1,Is it true that dispensers are clubs?,dispensers,clubs
5898,178,1,ns_3,dispenser,club,2,Is it true that a dispenser is a club?,dispenser,club
5899,178,1,ns_3,dispenser,club,3,Is it true that dispensers are a type of club?,dispensers,club
5900,178,1,ns_3,dispenser,club,4,Is it true that a dispenser is a type of club?,dispenser,club
5901,178,1,ns_4,dispenser,salad green,1,Is it true that dispensers are salad greens?,dispensers,salad greens
5902,178,1,ns_4,dispenser,salad green,2,Is it true that a dispenser is salad greens?,dispenser,salad greens
5903,178,1,ns_4,dispenser,salad green,3,Is it true that dispensers are a type of salad green?,dispensers,salad green
5904,178,1,ns_4,dispenser,salad green,4,Is it true that a dispenser is a type of salad green?,dispenser,salad green
5905,179,1,ns_1,bun,keyboard instrument,1,Is it true that buns are keyboard instruments?,buns,keyboard instruments
5906,179,1,ns_1,bun,keyboard instrument,2,Is it true that a bun is a keyboard instrument?,bun,keyboard instrument
5907,179,1,ns_1,bun,keyboard instrument,3,Is it true that buns are a type of keyboard instrument?,buns,keyboard instrument
5908,179,1,ns_1,bun,keyboard instrument,4,Is it true that a bun is a type of keyboard instrument?,bun,keyboard instrument
5909,179,1,ns_2,bun,sports equipment,1,Is it true that buns are sports equipment?,buns,sports equipment
5910,179,1,ns_2,bun,sports equipment,2,Is it true that a bun is sports equipment?,bun,sports equipment
5911,179,1,ns_2,bun,sports equipment,3,Is it true that buns are a type of sports equipment?,buns,sports equipment
5912,179,1,ns_2,bun,sports equipment,4,Is it true that a bun is a type of sports equipment?,bun,sports equipment
5913,179,1,ns_3,bun,barrier,1,Is it true that buns are barriers?,buns,barriers
5914,179,1,ns_3,bun,barrier,2,Is it true that a bun is a barrier?,bun,barrier
5915,179,1,ns_3,bun,barrier,3,Is it true that buns are a type of barrier?,buns,barrier
5916,179,1,ns_3,bun,barrier,4,Is it true that a bun is a type of barrier?,bun,barrier
5917,179,1,ns_4,bun,table,1,Is it true that buns are tables?,buns,tables
5918,179,1,ns_4,bun,table,2,Is it true that a bun is a table?,bun,table
5919,179,1,ns_4,bun,table,3,Is it true that buns are a type of table?,buns,table
5920,179,1,ns_4,bun,table,4,Is it true that a bun is a type of table?,bun,table
5921,179,2,ns_1,bun,device,1,Is it true that buns are devices?,buns,devices
5922,179,2,ns_1,bun,device,2,Is it true that a bun is a device?,bun,device
5923,179,2,ns_1,bun,device,3,Is it true that buns are a type of device?,buns,device
5924,179,2,ns_1,bun,device,4,Is it true that a bun is a type of device?,bun,device
5925,179,2,ns_2,bun,tabletop,1,Is it true that buns are tabletops?,buns,tabletops
5926,179,2,ns_2,bun,tabletop,2,Is it true that a bun is a tabletop?,bun,tabletop
5927,179,2,ns_2,bun,tabletop,3,Is it true that buns are a type of tabletop?,buns,tabletop
5928,179,2,ns_2,bun,tabletop,4,Is it true that a bun is a type of tabletop?,bun,tabletop
5929,179,2,ns_3,bun,piece of cloth,1,Is it true that buns are pieces of cloth?,buns,pieces of cloth
5930,179,2,ns_3,bun,piece of cloth,2,Is it true that a bun is a piece of cloth?,bun,piece of cloth
5931,179,2,ns_3,bun,piece of cloth,3,Is it true that buns are a type of piece of cloth?,buns,piece of cloth
5932,179,2,ns_3,bun,piece of cloth,4,Is it true that a bun is a type of piece of cloth?,bun,piece of cloth
5933,179,2,ns_4,bun,child,1,Is it true that buns are children?,buns,children
5934,179,2,ns_4,bun,child,2,Is it true that a bun is a child?,bun,child
5935,179,2,ns_4,bun,child,3,Is it true that buns are a type of child?,buns,child
5936,179,2,ns_4,bun,child,4,Is it true that a bun is a type of child?,bun,child
5937,179,3,ns_1,bun,car,1,Is it true that buns are cars?,buns,cars
5938,179,3,ns_1,bun,car,2,Is it true that a bun is a car?,bun,car
5939,179,3,ns_1,bun,car,3,Is it true that buns are a type of car?,buns,car
5940,179,3,ns_1,bun,car,4,Is it true that a bun is a type of car?,bun,car
5941,179,3,ns_2,bun,structure,1,Is it true that buns are structures?,buns,structures
5942,179,3,ns_2,bun,structure,2,Is it true that a bun is a structure?,bun,structure
5943,179,3,ns_2,bun,structure,3,Is it true that buns are a type of structure?,buns,structure
5944,179,3,ns_2,bun,structure,4,Is it true that a bun is a type of structure?,bun,structure
5945,179,3,ns_3,bun,canine,1,Is it true that buns are canines?,buns,canines
5946,179,3,ns_3,bun,canine,2,Is it true that a bun is a canine?,bun,canine
5947,179,3,ns_3,bun,canine,3,Is it true that buns are a type of canine?,buns,canine
5948,179,3,ns_3,bun,canine,4,Is it true that a bun is a type of canine?,bun,canine
5949,179,3,ns_4,bun,cutlery,1,Is it true that buns are cutlery?,buns,cutlery
5950,179,3,ns_4,bun,cutlery,2,Is it true that a bun is cutlery?,bun,cutlery
5951,179,3,ns_4,bun,cutlery,3,Is it true that buns are a type of cutlery?,buns,cutlery
5952,179,3,ns_4,bun,cutlery,4,Is it true that a bun is a type of cutlery?,bun,cutlery
5953,180,1,ns_1,planter,band,1,Is it true that planters are bands?,planters,bands
5954,180,1,ns_1,planter,band,2,Is it true that a planter is a band?,planter,band
5955,180,1,ns_1,planter,band,3,Is it true that planters are a type of band?,planters,band
5956,180,1,ns_1,planter,band,4,Is it true that a planter is a type of band?,planter,band
5957,180,1,ns_2,planter,canine,1,Is it true that planters are canines?,planters,canines
5958,180,1,ns_2,planter,canine,2,Is it true that a planter is a canine?,planter,canine
5959,180,1,ns_2,planter,canine,3,Is it true that planters are a type of canine?,planters,canine
5960,180,1,ns_2,planter,canine,4,Is it true that a planter is a type of canine?,planter,canine
5961,180,1,ns_3,planter,area,1,Is it true that planters are areas?,planters,areas
5962,180,1,ns_3,planter,area,2,Is it true that a planter is an area?,planter,area
5963,180,1,ns_3,planter,area,3,Is it true that planters are a type of area?,planters,area
5964,180,1,ns_3,planter,area,4,Is it true that a planter is a type of area?,planter,area
5965,180,1,ns_4,planter,gathering,1,Is it true that planters are gatherings?,planters,gatherings
5966,180,1,ns_4,planter,gathering,2,Is it true that a planter is a gathering?,planter,gathering
5967,180,1,ns_4,planter,gathering,3,Is it true that planters are a type of gathering?,planters,gathering
5968,180,1,ns_4,planter,gathering,4,Is it true that a planter is a type of gathering?,planter,gathering
5969,180,2,ns_1,planter,lake,1,Is it true that planters are lakes?,planters,lakes
5970,180,2,ns_1,planter,lake,2,Is it true that a planter is a lake?,planter,lake
5971,180,2,ns_1,planter,lake,3,Is it true that planters are a type of lake?,planters,lake
5972,180,2,ns_1,planter,lake,4,Is it true that a planter is a type of lake?,planter,lake
5973,180,2,ns_2,planter,building,1,Is it true that planters are buildings?,planters,buildings
5974,180,2,ns_2,planter,building,2,Is it true that a planter is a building?,planter,building
5975,180,2,ns_2,planter,building,3,Is it true that planters are a type of building?,planters,building
5976,180,2,ns_2,planter,building,4,Is it true that a planter is a type of building?,planter,building
5977,180,2,ns_3,planter,bread,1,Is it true that planters are breads?,planters,breads
5978,180,2,ns_3,planter,bread,2,Is it true that a planter is bread?,planter,bread
5979,180,2,ns_3,planter,bread,3,Is it true that planters are a type of bread?,planters,bread
5980,180,2,ns_3,planter,bread,4,Is it true that a planter is a type of bread?,planter,bread
5981,180,2,ns_4,planter,grassland,1,Is it true that planters are grasslands?,planters,grasslands
5982,180,2,ns_4,planter,grassland,2,Is it true that a planter is grasslands?,planter,grasslands
5983,180,2,ns_4,planter,grassland,3,Is it true that planters are a type of grassland?,planters,grassland
5984,180,2,ns_4,planter,grassland,4,Is it true that a planter is a type of grassland?,planter,grassland
5985,180,3,ns_1,planter,kitchen appliance,1,Is it true that planters are kitchen appliances?,planters,kitchen appliances
5986,180,3,ns_1,planter,kitchen appliance,2,Is it true that a planter is a kitchen appliance?,planter,kitchen appliance
5987,180,3,ns_1,planter,kitchen appliance,3,Is it true that planters are a type of kitchen appliance?,planters,kitchen appliance
5988,180,3,ns_1,planter,kitchen appliance,4,Is it true that a planter is a type of kitchen appliance?,planter,kitchen appliance
5989,180,3,ns_2,planter,arrangement,1,Is it true that planters are arrangements?,planters,arrangements
5990,180,3,ns_2,planter,arrangement,2,Is it true that a planter is an arrangement?,planter,arrangement
5991,180,3,ns_2,planter,arrangement,3,Is it true that planters are a type of arrangement?,planters,arrangement
5992,180,3,ns_2,planter,arrangement,4,Is it true that a planter is a type of arrangement?,planter,arrangement
5993,180,3,ns_3,planter,tableware,1,Is it true that planters are tableware?,planters,tableware
5994,180,3,ns_3,planter,tableware,2,Is it true that a planter is tableware?,planter,tableware
5995,180,3,ns_3,planter,tableware,3,Is it true that planters are a type of tableware?,planters,tableware
5996,180,3,ns_3,planter,tableware,4,Is it true that a planter is a type of tableware?,planter,tableware
5997,180,3,ns_4,planter,hair,1,Is it true that planters are hair?,planters,hair
5998,180,3,ns_4,planter,hair,2,Is it true that a planter is hair?,planter,hair
5999,180,3,ns_4,planter,hair,3,Is it true that planters are a type of hair?,planters,hair
6000,180,3,ns_4,planter,hair,4,Is it true that a planter is a type of hair?,planter,hair
6001,181,1,ns_1,urinal,cat,1,Is it true that urinals are cats?,urinals,cats
6002,181,1,ns_1,urinal,cat,2,Is it true that a urinal is a cat?,urinal,cat
6003,181,1,ns_1,urinal,cat,3,Is it true that urinals are a type of cat?,urinals,cat
6004,181,1,ns_1,urinal,cat,4,Is it true that a urinal is a type of cat?,urinal,cat
6005,181,1,ns_2,urinal,strip,1,Is it true that urinals are strips?,urinals,strips
6006,181,1,ns_2,urinal,strip,2,Is it true that a urinal is a strip?,urinal,strip
6007,181,1,ns_2,urinal,strip,3,Is it true that urinals are a type of strip?,urinals,strip
6008,181,1,ns_2,urinal,strip,4,Is it true that a urinal is a type of strip?,urinal,strip
6009,181,1,ns_3,urinal,access,1,Is it true that urinals are accesses?,urinals,accesses
6010,181,1,ns_3,urinal,access,2,Is it true that a urinal is access?,urinal,access
6011,181,1,ns_3,urinal,access,3,Is it true that urinals are a type of access?,urinals,access
6012,181,1,ns_3,urinal,access,4,Is it true that a urinal is a type of access?,urinal,access
6013,181,1,ns_4,urinal,group,1,Is it true that urinals are groups?,urinals,groups
6014,181,1,ns_4,urinal,group,2,Is it true that a urinal is a group?,urinal,group
6015,181,1,ns_4,urinal,group,3,Is it true that urinals are a type of group?,urinals,group
6016,181,1,ns_4,urinal,group,4,Is it true that a urinal is a type of group?,urinal,group
6017,181,2,ns_1,urinal,water vehicle,1,Is it true that urinals are water vehicles?,urinals,water vehicles
6018,181,2,ns_1,urinal,water vehicle,2,Is it true that a urinal is a water vehicle?,urinal,water vehicle
6019,181,2,ns_1,urinal,water vehicle,3,Is it true that urinals are a type of water vehicle?,urinals,water vehicle
6020,181,2,ns_1,urinal,water vehicle,4,Is it true that a urinal is a type of water vehicle?,urinal,water vehicle
6021,181,2,ns_2,urinal,boat,1,Is it true that urinals are boats?,urinals,boats
6022,181,2,ns_2,urinal,boat,2,Is it true that a urinal is a boat?,urinal,boat
6023,181,2,ns_2,urinal,boat,3,Is it true that urinals are a type of boat?,urinals,boat
6024,181,2,ns_2,urinal,boat,4,Is it true that a urinal is a type of boat?,urinal,boat
6025,181,2,ns_3,urinal,clothing,1,Is it true that urinals are clothing?,urinals,clothing
6026,181,2,ns_3,urinal,clothing,2,Is it true that a urinal is clothing?,urinal,clothing
6027,181,2,ns_3,urinal,clothing,3,Is it true that urinals are a type of clothing?,urinals,clothing
6028,181,2,ns_3,urinal,clothing,4,Is it true that a urinal is a type of clothing?,urinal,clothing
6029,181,2,ns_4,urinal,produce,1,Is it true that urinals are produce?,urinals,produce
6030,181,2,ns_4,urinal,produce,2,Is it true that a urinal is produce?,urinal,produce
6031,181,2,ns_4,urinal,produce,3,Is it true that urinals are a type of produce?,urinals,produce
6032,181,2,ns_4,urinal,produce,4,Is it true that a urinal is a type of produce?,urinal,produce
6033,182,1,ns_1,branch,domestic fowl,1,Is it true that branches are domestic fowl?,branches,domestic fowl
6034,182,1,ns_1,branch,domestic fowl,2,Is it true that a branch is domestic fowl?,branch,domestic fowl
6035,182,1,ns_1,branch,domestic fowl,3,Is it true that branches are a type of domestic fowl?,branches,domestic fowl
6036,182,1,ns_1,branch,domestic fowl,4,Is it true that a branch is a type of domestic fowl?,branch,domestic fowl
6037,182,1,ns_2,branch,utensil,1,Is it true that branches are utensils?,branches,utensils
6038,182,1,ns_2,branch,utensil,2,Is it true that a branch is a utensil?,branch,utensil
6039,182,1,ns_2,branch,utensil,3,Is it true that branches are a type of utensil?,branches,utensil
6040,182,1,ns_2,branch,utensil,4,Is it true that a branch is a type of utensil?,branch,utensil
6041,182,1,ns_3,branch,cutlery,1,Is it true that branches are cutlery?,branches,cutlery
6042,182,1,ns_3,branch,cutlery,2,Is it true that a branch is cutlery?,branch,cutlery
6043,182,1,ns_3,branch,cutlery,3,Is it true that branches are a type of cutlery?,branches,cutlery
6044,182,1,ns_3,branch,cutlery,4,Is it true that a branch is a type of cutlery?,branch,cutlery
6045,182,1,ns_4,branch,vehicle,1,Is it true that branches are vehicles?,branches,vehicles
6046,182,1,ns_4,branch,vehicle,2,Is it true that a branch is a vehicle?,branch,vehicle
6047,182,1,ns_4,branch,vehicle,3,Is it true that branches are a type of vehicle?,branches,vehicle
6048,182,1,ns_4,branch,vehicle,4,Is it true that a branch is a type of vehicle?,branch,vehicle
6049,183,1,ns_1,suit,adult,1,Is it true that suits are adults?,suits,adults
6050,183,1,ns_1,suit,adult,2,Is it true that a suit is an adult?,suit,adult
6051,183,1,ns_1,suit,adult,3,Is it true that suits are a type of adult?,suits,adult
6052,183,1,ns_1,suit,adult,4,Is it true that a suit is a type of adult?,suit,adult
6053,183,1,ns_2,suit,road,1,Is it true that suits are roads?,suits,roads
6054,183,1,ns_2,suit,road,2,Is it true that a suit is a road?,suit,road
6055,183,1,ns_2,suit,road,3,Is it true that suits are a type of road?,suits,road
6056,183,1,ns_2,suit,road,4,Is it true that a suit is a type of road?,suit,road
6057,183,1,ns_3,suit,official,1,Is it true that suits are officials?,suits,officials
6058,183,1,ns_3,suit,official,2,Is it true that a suit is an official?,suit,official
6059,183,1,ns_3,suit,official,3,Is it true that suits are a type of official?,suits,official
6060,183,1,ns_3,suit,official,4,Is it true that a suit is a type of official?,suit,official
6061,183,1,ns_4,suit,sheet,1,Is it true that suits are sheets?,suits,sheets
6062,183,1,ns_4,suit,sheet,2,Is it true that a suit is a sheet?,suit,sheet
6063,183,1,ns_4,suit,sheet,3,Is it true that suits are a type of sheet?,suits,sheet
6064,183,1,ns_4,suit,sheet,4,Is it true that a suit is a type of sheet?,suit,sheet
6065,183,2,ns_1,suit,road,1,Is it true that suits are roads?,suits,roads
6066,183,2,ns_1,suit,road,2,Is it true that a suit is a road?,suit,road
6067,183,2,ns_1,suit,road,3,Is it true that suits are a type of road?,suits,road
6068,183,2,ns_1,suit,road,4,Is it true that a suit is a type of road?,suit,road
6069,183,2,ns_2,suit,computer,1,Is it true that suits are computers?,suits,computers
6070,183,2,ns_2,suit,computer,2,Is it true that a suit is a computer?,suit,computer
6071,183,2,ns_2,suit,computer,3,Is it true that suits are a type of computer?,suits,computer
6072,183,2,ns_2,suit,computer,4,Is it true that a suit is a type of computer?,suit,computer
6073,183,2,ns_3,suit,footwear,1,Is it true that suits are footwears?,suits,footwears
6074,183,2,ns_3,suit,footwear,2,Is it true that a suit is footwear?,suit,footwear
6075,183,2,ns_3,suit,footwear,3,Is it true that suits are a type of footwear?,suits,footwear
6076,183,2,ns_3,suit,footwear,4,Is it true that a suit is a type of footwear?,suit,footwear
6077,183,2,ns_4,suit,insect,1,Is it true that suits are insects?,suits,insects
6078,183,2,ns_4,suit,insect,2,Is it true that a suit is an insect?,suit,insect
6079,183,2,ns_4,suit,insect,3,Is it true that suits are a type of insect?,suits,insect
6080,183,2,ns_4,suit,insect,4,Is it true that a suit is a type of insect?,suit,insect
6081,184,1,ns_1,sauce,artwork,1,Is it true that sauces are artworks?,sauces,artworks
6082,184,1,ns_1,sauce,artwork,2,Is it true that a sauce is an artwork?,sauce,artwork
6083,184,1,ns_1,sauce,artwork,3,Is it true that sauces are a type of artwork?,sauces,artwork
6084,184,1,ns_1,sauce,artwork,4,Is it true that a sauce is a type of artwork?,sauce,artwork
6085,184,1,ns_2,sauce,seat,1,Is it true that sauces are seats?,sauces,seats
6086,184,1,ns_2,sauce,seat,2,Is it true that a sauce is a seat?,sauce,seat
6087,184,1,ns_2,sauce,seat,3,Is it true that sauces are a type of seat?,sauces,seat
6088,184,1,ns_2,sauce,seat,4,Is it true that a sauce is a type of seat?,sauce,seat
6089,184,1,ns_3,sauce,hoop,1,Is it true that sauces are hoops?,sauces,hoops
6090,184,1,ns_3,sauce,hoop,2,Is it true that a sauce is a hoop?,sauce,hoop
6091,184,1,ns_3,sauce,hoop,3,Is it true that sauces are a type of hoop?,sauces,hoop
6092,184,1,ns_3,sauce,hoop,4,Is it true that a sauce is a type of hoop?,sauce,hoop
6093,184,1,ns_4,sauce,instrument,1,Is it true that sauces are instruments?,sauces,instruments
6094,184,1,ns_4,sauce,instrument,2,Is it true that a sauce is an instrument?,sauce,instrument
6095,184,1,ns_4,sauce,instrument,3,Is it true that sauces are a type of instrument?,sauces,instrument
6096,184,1,ns_4,sauce,instrument,4,Is it true that a sauce is a type of instrument?,sauce,instrument
