item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
1047,4185,cookie,cookies,food,food,foods,cookie,Is it true that cookies are a type of food?,Is it true that foods is a type of cookie?
1048,4189,padlock,padlocks,tool,tool,tools,padlock,Is it true that padlocks are a type of tool?,Is it true that tools are a type of padlock?
1049,4193,padlock,padlocks,fastener,fastener,fasteners,padlock,Is it true that padlocks are a type of fastener?,Is it true that fasteners are a type of padlock?
1050,4197,donut,donuts,food,food,foods,donut,Is it true that donuts are a type of food?,Is it true that foods is a type of donut?
1051,4201,donut,donuts,dessert,dessert,desserts,donut,Is it true that donuts are a type of dessert?,Is it true that desserts are a type of donut?
1052,4205,hairdryer,hairdryers,toiletry,toiletry,toiletries,hairdryer,Is it true that hairdryers are a type of toiletry?,Is it true that toiletries are a type of hairdryer?
1053,4209,hairdryer,hairdryers,electronic device,electronic device,electronic devices,hairdryer,Is it true that hairdryers are a type of electronic device?,Is it true that electronic devices are a type of hairdryer?
1054,4213,dip,dip,food,food,food,dip,Is it true that dip is a type of food?,Is it true that food is a type of dip?
1055,4217,moose,moose,animal,animal,animals,moose,Is it true that moose are a type of animal?,Is it true that animals are a type of moose?
1056,4221,moose,moose,mammal,mammal,mammals,moose,Is it true that moose are a type of mammal?,Is it true that mammals are a type of moose?
1057,4225,nail polish,nail polish,toiletry,toiletry,toiletry,nail polish,Is it true that nail polish is a type of toiletry?,Is it true that a toiletry are a type of nail polish?
1058,4229,anvil,anvils,tool,tool,tools,anvil,Is it true that anvils are a type of tool?,Is it true that tools are a type of anvil?
1059,4233,bed,beds,furniture,furniture,furniture,bed,Is it true that beds are a type of furniture?,Is it true that furniture is a type of bed?
1060,4237,chisel,chisels,tool,tool,tools,chisel,Is it true that chisels are a type of tool?,Is it true that tools are a type of chisel?
1061,4241,aardvark,aardvarks,mammal,mammal,mammals,aardvark,Is it true that aardvarks are a type of mammal?,Is it true that mammals are a type of aardvark?
1062,4245,aardvark,aardvarks,animal,animal,animals,aardvark,Is it true that aardvarks are a type of animal?,Is it true that animals are a type of aardvark?
1063,4249,joystick,joysticks,electronic device,electronic device,electronic devices,joystick,Is it true that joysticks are a type of electronic device?,Is it true that electronic devices are a type of joystick?
1064,4253,backpack,backpacks,school supply,school supply,school supplies,backpack,Is it true that backpacks are a type of school supply?,Is it true that school supplies are a type of backpack?
1065,4257,backpack,backpacks,container,container,containers,backpack,Is it true that backpacks are a type of container?,Is it true that containers are a type of backpack?
1066,4261,goldfish,goldfish,animal,animal,animals,goldfish,Is it true that goldfish are a type of animal?,Is it true that animals are a type of goldfish?
1067,4265,sea urchin,sea urchins,animal,animal,animals,sea urchin,Is it true that sea urchins are a type of animal?,Is it true that animals are a type of sea urchin?
1068,4269,sea urchin,sea urchins,seafood,seafood,seafoods,sea urchin,Is it true that sea urchins are a type of seafood?,Is it true that seafoods is a type of sea urchin?
1069,4273,sea urchin,sea urchins,sea animal,sea animal,sea animals,sea urchin,Is it true that sea urchins are a type of sea animal?,Is it true that sea animals are a type of sea urchin?
1070,4277,beetle,beetles,animal,animal,animals,beetle,Is it true that beetles are a type of animal?,Is it true that animals are a type of beetle?
1071,4281,beetle,beetles,insect,insect,insects,beetle,Is it true that beetles are a type of insect?,Is it true that insects are a type of beetle?
1072,4285,pen,pens,office supply,office supply,office supplies,pen,Is it true that pens are a type of office supply?,Is it true that office supplies are a type of pen?
1073,4289,pen,pens,school supply,school supply,school supplies,pen,Is it true that pens are a type of school supply?,Is it true that school supplies are a type of pen?
1074,4293,pen,pens,tool,tool,tools,pen,Is it true that pens are a type of tool?,Is it true that tools are a type of pen?
1075,4297,suitcase,suitcases,container,container,containers,suitcase,Is it true that suitcases are a type of container?,Is it true that containers are a type of suitcase?
1076,4301,inkwell,inkwells,container,container,containers,inkwell,Is it true that inkwells are a type of container?,Is it true that containers are a type of inkwell?
1077,4305,inkwell,inkwells,school supply,school supply,school supplies,inkwell,Is it true that inkwells are a type of school supply?,Is it true that school supplies are a type of inkwell?
1078,4309,shaving cream,shaving cream,toiletry,toiletry,toiletry,shaving cream,Is it true that shaving cream is a type of toiletry?,Is it true that a toiletry are a type of shaving cream?
1079,4313,alpaca,alpacas,animal,animal,animals,alpaca,Is it true that alpacas are a type of animal?,Is it true that animals are a type of alpaca?
1080,4317,alpaca,alpacas,mammal,mammal,mammals,alpaca,Is it true that alpacas are a type of mammal?,Is it true that mammals are a type of alpaca?
1081,4321,blender,blenders,kitchen equipment,kitchen equipment,kitchen equipment,blender,Is it true that blenders are a type of kitchen equipment?,Is it true that kitchen equipment is a type of blender?
1082,4325,blender,blenders,electronic device,electronic device,electronic devices,blender,Is it true that blenders are a type of electronic device?,Is it true that electronic devices are a type of blender?
1083,4329,bulldozer,bulldozers,vehicle,vehicle,vehicles,bulldozer,Is it true that bulldozers are a type of vehicle?,Is it true that vehicles are a type of bulldozer?
1084,4333,eyeliner,eyeliners,toiletry,toiletry,toiletries,eyeliner,Is it true that eyeliners are a type of toiletry?,Is it true that toiletries are a type of eyeliner?
1085,4337,wasp,wasps,animal,animal,animals,wasp,Is it true that wasps are a type of animal?,Is it true that animals are a type of wasp?
1086,4341,wasp,wasps,insect,insect,insects,wasp,Is it true that wasps are a type of insect?,Is it true that insects are a type of wasp?
1087,4345,doghouse,doghouses,container,container,containers,doghouse,Is it true that doghouses are a type of container?,Is it true that containers are a type of doghouse?
1088,4349,rim,rims,auto part,auto part,auto parts,rim,Is it true that rims are a type of auto part?,Is it true that auto parts are a type of rim?
1089,4353,strap,straps,fastener,fastener,fasteners,strap,Is it true that straps are a type of fastener?,Is it true that fasteners are a type of strap?
1090,4357,candelabra,candelabras,home decor,home decor,home decors,candelabra,Is it true that candelabras are a type of home decor?,Is it true that home decors is a type of candelabra?
1091,4361,skewer,skewers,kitchen tool,kitchen tool,kitchen tools,skewer,Is it true that skewers are a type of kitchen tool?,Is it true that kitchen tools are a type of skewer?
1092,4365,football helmet,football helmets,protective clothing,protective clothing,protective clothings,football helmet,Is it true that football helmets are a type of protective clothing?,Is it true that protective clothings is a type of football helmet?
1093,4369,football helmet,football helmets,headwear,headwear,headwear,football helmet,Is it true that football helmets are a type of headwear?,Is it true that headwear is a type of football helmet?
1094,4373,taffy,taffy,food,food,food,taffy,Is it true that taffy is a type of food?,Is it true that food is a type of taffy?
1095,4377,taffy,taffy,candy,candy,candy,taffy,Is it true that taffy is a type of candy?,Is it true that candy is a type of taffy?
1096,4381,pliers,pliers,tool,tool,tools,pliers,Is it true that pliers are a type of tool?,Is it true that tools are a type of pliers?
1097,4385,aloe,aloe,plant,plant,plant,aloe,Is it true that aloe is a type of plant?,Is it true that a plant are a type of aloe?
1098,4389,shoe,shoes,footwear,footwear,footwears,shoe,Is it true that shoes are a type of footwear?,Is it true that footwears is a type of shoe?
1099,4393,shoe,shoes,clothing,clothing,clothing,shoe,Is it true that shoes are a type of clothing?,Is it true that clothing is a type of shoe?
1100,4397,cockatoo,cockatoos,bird,bird,birds,cockatoo,Is it true that cockatoos are a type of bird?,Is it true that birds are a type of cockatoo?
1101,4401,cockatoo,cockatoos,animal,animal,animals,cockatoo,Is it true that cockatoos are a type of animal?,Is it true that animals are a type of cockatoo?
1102,4405,wrench,wrenches,tool,tool,tools,wrench,Is it true that wrenches are a type of tool?,Is it true that tools are a type of wrench?
1103,4409,bee,bees,insect,insect,insects,bee,Is it true that bees are a type of insect?,Is it true that insects are a type of bee?
1104,4413,bee,bees,animal,animal,animals,bee,Is it true that bees are a type of animal?,Is it true that animals are a type of bee?
1105,4417,tortilla,tortillas,food,food,foods,tortilla,Is it true that tortillas are a type of food?,Is it true that foods is a type of tortilla?
1106,4421,wolf,wolves,mammal,mammal,mammals,wolf,Is it true that wolves are a type of mammal?,Is it true that mammals are a type of wolf?
1107,4425,wolf,wolves,animal,animal,animals,wolf,Is it true that wolves are a type of animal?,Is it true that animals are a type of wolf?
1108,4429,whisk,whisks,kitchen tool,kitchen tool,kitchen tools,whisk,Is it true that whisks are a type of kitchen tool?,Is it true that kitchen tools are a type of whisk?
1109,4433,pencil,pencils,school supply,school supply,school supplies,pencil,Is it true that pencils are a type of school supply?,Is it true that school supplies are a type of pencil?
1110,4437,pencil,pencils,tool,tool,tools,pencil,Is it true that pencils are a type of tool?,Is it true that tools are a type of pencil?
1111,4441,pencil,pencils,office supply,office supply,office supplies,pencil,Is it true that pencils are a type of office supply?,Is it true that office supplies are a type of pencil?
1112,4445,corset,corsets,clothing,clothing,clothing,corset,Is it true that corsets are a type of clothing?,Is it true that clothing is a type of corset?
1113,4449,corset,corsets,women's clothing,women's clothes,women's clothes,corset,Is it true that corsets are a type of women's clothes?,Is it true that women's clothes are a type of corset?
1114,4453,icemaker,icemakers,kitchen equipment,kitchen equipment,kitchen equipment,icemaker,Is it true that icemakers are a type of kitchen equipment?,Is it true that kitchen equipment is a type of icemaker?
1115,4457,icemaker,icemakers,electronic device,electronic device,electronic devices,icemaker,Is it true that icemakers are a type of electronic device?,Is it true that electronic devices are a type of icemaker?
1116,4461,strainer,strainers,tool,tool,tools,strainer,Is it true that strainers are a type of tool?,Is it true that tools are a type of strainer?
1117,4465,strainer,strainers,kitchen tool,kitchen tool,kitchen tools,strainer,Is it true that strainers are a type of kitchen tool?,Is it true that kitchen tools are a type of strainer?
1118,4469,honeypot,honeypots,container,container,containers,honeypot,Is it true that honeypots are a type of container?,Is it true that containers are a type of honeypot?
1119,4473,bottle opener,bottle openers,tool,tool,tools,bottle opener,Is it true that bottle openers are a type of tool?,Is it true that tools are a type of bottle opener?
1120,4477,bottle opener,bottle openers,kitchen tool,kitchen tool,kitchen tools,bottle opener,Is it true that bottle openers are a type of kitchen tool?,Is it true that kitchen tools are a type of bottle opener?
1121,4481,weed,weeds,plant,plant,plants,weed,Is it true that weeds are a type of plant?,Is it true that plants are a type of weed?
1122,4485,plunger,plungers,tool,tool,tools,plunger,Is it true that plungers are a type of tool?,Is it true that tools are a type of plunger?
1123,4489,panda,pandas,mammal,mammal,mammals,panda,Is it true that pandas are a type of mammal?,Is it true that mammals are a type of panda?
1124,4493,panda,pandas,animal,animal,animals,panda,Is it true that pandas are a type of animal?,Is it true that animals are a type of panda?
1125,4497,visor,visors,clothing,clothing,clothing,visor,Is it true that visors are a type of clothing?,Is it true that clothing is a type of visor?
1126,4501,visor,visors,accessory,accessory,accessories,visor,Is it true that visors are a type of accessory?,Is it true that accessories are a type of visor?
1127,4505,visor,visors,protective clothing,protective clothing,protective clothings,visor,Is it true that visors are a type of protective clothing?,Is it true that protective clothings is a type of visor?
1128,4509,go-kart,go-karts,vehicle,vehicle,vehicles,go-kart,Is it true that go-karts are a type of vehicle?,Is it true that vehicles are a type of go-kart?
1129,4513,cord,cords,tool,tool,tools,cord,Is it true that cords are a type of tool?,Is it true that tools are a type of cord?
1130,4517,train set,train sets,toy,toy,toys,train set,Is it true that train sets are a type of toy?,Is it true that toys are a type of train set?
1131,4521,locker,lockers,container,container,containers,locker,Is it true that lockers are a type of container?,Is it true that containers are a type of locker?
1132,4525,tulip,tulips,plant,plant,plants,tulip,Is it true that tulips are a type of plant?,Is it true that plants are a type of tulip?
1133,4529,toast,toast,food,food,food,toast,Is it true that toast is a type of food?,Is it true that food is a type of toast?
1134,4533,easter egg,easter eggs,food,food,foods,easter egg,Is it true that easter eggs are a type of food?,Is it true that foods is a type of easter egg?
1135,4537,crab,crabs,food,food,foods,crab,Is it true that crabs are a type of food?,Is it true that foods is a type of crab?
1136,4541,crab,crabs,sea animal,sea animal,sea animals,crab,Is it true that crabs are a type of sea animal?,Is it true that sea animals are a type of crab?
1137,4545,crab,crabs,seafood,seafood,seafoods,crab,Is it true that crabs are a type of seafood?,Is it true that seafoods is a type of crab?
1138,4549,crab,crabs,animal,animal,animals,crab,Is it true that crabs are a type of animal?,Is it true that animals are a type of crab?
1139,4553,cloak,cloaks,clothing,clothing,clothing,cloak,Is it true that cloaks are a type of clothing?,Is it true that clothing is a type of cloak?
1140,4557,cloak,cloaks,outerwear,outerwear,outerwear,cloak,Is it true that cloaks are a type of outerwear?,Is it true that outerwear is a type of cloak?
1141,4561,bagel,bagels,food,food,foods,bagel,Is it true that bagels are a type of food?,Is it true that foods is a type of bagel?
1142,4565,sunflower,sunflowers,plant,plant,plants,sunflower,Is it true that sunflowers are a type of plant?,Is it true that plants are a type of sunflower?
1143,4569,syringe,syringes,container,container,containers,syringe,Is it true that syringes are a type of container?,Is it true that containers are a type of syringe?
1144,4573,syringe,syringes,medical equipment,medical equipment,medical equipments,syringe,Is it true that syringes are a type of medical equipment?,Is it true that medical equipments is a type of syringe?
1145,4577,star fruit,star fruits,food,food,foods,star fruit,Is it true that star fruits are a type of food?,Is it true that foods is a type of star fruit?
1146,4581,star fruit,star fruits,fruit,fruit,fruits,star fruit,Is it true that star fruits are a type of fruit?,Is it true that fruits are a type of star fruit?
1147,4585,air mattress,air mattresses,furniture,furniture,furniture,air mattress,Is it true that air mattresses are a type of furniture?,Is it true that furniture is a type of air mattress?
1148,4589,machete,machetes,weapon,weapon,weapons,machete,Is it true that machetes are a type of weapon?,Is it true that weapons are a type of machete?
1149,4593,crystal ball,crystal balls,home decor,home decor,home decors,crystal ball,Is it true that crystal balls are a type of home decor?,Is it true that home decors is a type of crystal ball?
1150,4597,parrot,parrots,bird,bird,birds,parrot,Is it true that parrots are a type of bird?,Is it true that birds are a type of parrot?
1151,4601,parrot,parrots,animal,animal,animals,parrot,Is it true that parrots are a type of animal?,Is it true that animals are a type of parrot?
1152,4605,aquarium,aquariums,home decor,home decor,home decors,aquarium,Is it true that aquariums are a type of home decor?,Is it true that home decors is a type of aquarium?
1153,4609,aquarium,aquariums,container,container,containers,aquarium,Is it true that aquariums are a type of container?,Is it true that containers are a type of aquarium?
1154,4613,sombrero,sombreros,clothing,clothing,clothing,sombrero,Is it true that sombreros are a type of clothing?,Is it true that clothing is a type of sombrero?
1155,4617,sombrero,sombreros,accessory,accessory,accessories,sombrero,Is it true that sombreros are a type of accessory?,Is it true that accessories are a type of sombrero?
1156,4621,sombrero,sombreros,headwear,headwear,headwear,sombrero,Is it true that sombreros are a type of headwear?,Is it true that headwear is a type of sombrero?
1157,4625,cockroach,cockroaches,animal,animal,animals,cockroach,Is it true that cockroaches are a type of animal?,Is it true that animals are a type of cockroach?
1158,4629,cockroach,cockroaches,insect,insect,insects,cockroach,Is it true that cockroaches are a type of insect?,Is it true that insects are a type of cockroach?
1159,4633,kangaroo,kangaroos,mammal,mammal,mammals,kangaroo,Is it true that kangaroos are a type of mammal?,Is it true that mammals are a type of kangaroo?
1160,4637,kangaroo,kangaroos,animal,animal,animals,kangaroo,Is it true that kangaroos are a type of animal?,Is it true that animals are a type of kangaroo?
1161,4641,bra,bras,clothing,clothing,clothing,bra,Is it true that bras are a type of clothing?,Is it true that clothing is a type of bra?
1162,4645,bra,bras,women's clothing,women's clothes,women's clothes,bra,Is it true that bras are a type of women's clothes?,Is it true that women's clothes are a type of bra?
1163,4649,flan,flan,food,food,food,flan,Is it true that a flan is a type of food?,Is it true that food is a type of flan?
1164,4653,flan,flan,dessert,dessert,dessert,flan,Is it true that a flan is a type of dessert?,Is it true that a dessert are a type of flan?
1165,4657,switch,switches,tool,tool,tools,switch,Is it true that switches are a type of tool?,Is it true that tools are a type of switch?
1166,4661,jetski,jetskis,vehicle,vehicle,vehicles,jetski,Is it true that jetskis are a type of vehicle?,Is it true that vehicles are a type of jetski?
1167,4665,jetski,jetskis,water vehicle,water vehicle,water vehicles,jetski,Is it true that jetskis are a type of water vehicle?,Is it true that water vehicles are a type of jetski?
1168,4669,scorpion,scorpions,animal,animal,animals,scorpion,Is it true that scorpions are a type of animal?,Is it true that animals are a type of scorpion?
1169,4673,hummus,hummus,food,food,food,hummus,Is it true that hummus is a type of food?,Is it true that food is a type of hummus?
1170,4677,coaster,coasters,home decor,home decor,home decors,coaster,Is it true that coasters are a type of home decor?,Is it true that home decors is a type of coaster?
1171,4681,combination lock,combination locks,fastener,fastener,fasteners,combination lock,Is it true that combination locks are a type of fastener?,Is it true that fasteners are a type of combination lock?
1172,4685,combination lock,combination locks,tool,tool,tools,combination lock,Is it true that combination locks are a type of tool?,Is it true that tools are a type of combination lock?
1173,4689,juicer,juicers,kitchen equipment,kitchen equipment,kitchen equipment,juicer,Is it true that juicers are a type of kitchen equipment?,Is it true that kitchen equipment is a type of juicer?
1174,4693,juicer,juicers,electronic device,electronic device,electronic devices,juicer,Is it true that juicers are a type of electronic device?,Is it true that electronic devices are a type of juicer?
1175,4697,juicer,juicers,kitchen tool,kitchen tool,kitchen tools,juicer,Is it true that juicers are a type of kitchen tool?,Is it true that kitchen tools are a type of juicer?
1176,4701,bacon,bacon,food,food,food,bacon,Is it true that bacon is a type of food?,Is it true that food is a type of bacon?
1177,4705,muff,muffs,clothing,clothing,clothing,muff,Is it true that muffs are a type of clothing?,Is it true that clothing is a type of muff?
1178,4709,muff,muffs,accessory,accessory,accessories,muff,Is it true that muffs are a type of accessory?,Is it true that accessories are a type of muff?
1179,4713,bedpan,bedpans,medical equipment,medical equipment,medical equipments,bedpan,Is it true that bedpans are a type of medical equipment?,Is it true that medical equipments is a type of bedpan?
1180,4717,bedpan,bedpans,container,container,containers,bedpan,Is it true that bedpans are a type of container?,Is it true that containers are a type of bedpan?
1181,4721,pinecone,pinecones,home decor,home decor,home decors,pinecone,Is it true that pinecones are a type of home decor?,Is it true that home decors is a type of pinecone?
1182,4725,nail,nails,fastener,fastener,fasteners,nail,Is it true that nails are a type of fastener?,Is it true that fasteners are a type of nail?
1183,4729,nail,nails,tool,tool,tools,nail,Is it true that nails are a type of tool?,Is it true that tools are a type of nail?
1184,4733,french horn,french horns,musical instrument,musical instrument,musical instruments,french horn,Is it true that french horns are a type of musical instrument?,Is it true that musical instruments are a type of french horn?
1185,4737,monkey,monkeys,animal,animal,animals,monkey,Is it true that monkeys are a type of animal?,Is it true that animals are a type of monkey?
1186,4741,monkey,monkeys,mammal,mammal,mammals,monkey,Is it true that monkeys are a type of mammal?,Is it true that mammals are a type of monkey?
1187,4745,blackberry,blackberries,fruit,fruit,fruits,blackberry,Is it true that blackberries are a type of fruit?,Is it true that fruits are a type of blackberry?
1188,4749,blackberry,blackberries,food,food,foods,blackberry,Is it true that blackberries are a type of food?,Is it true that foods is a type of blackberry?
1189,4753,coyote,coyotes,mammal,mammal,mammals,coyote,Is it true that coyotes are a type of mammal?,Is it true that mammals are a type of coyote?
1190,4757,coyote,coyotes,animal,animal,animals,coyote,Is it true that coyotes are a type of animal?,Is it true that animals are a type of coyote?
1191,4761,stockings,stockings,women's clothing,women's clothes,women's clothes,stockings,Is it true that stockings are a type of women's clothes?,Is it true that women's clothes are a type of stockings?
1192,4765,stockings,stockings,footwear,footwear,footwears,stockings,Is it true that stockings are a type of footwear?,Is it true that footwears is a type of stockings?
1193,4769,stockings,stockings,clothing,clothing,clothing,stockings,Is it true that stockings are a type of clothing?,Is it true that clothing is a type of stockings?
1194,4773,celery,celeries,vegetable,vegetable,vegetables,celery,Is it true that celeries are a type of vegetable?,Is it true that vegetables are a type of celery?
1195,4777,celery,celeries,food,food,foods,celery,Is it true that celeries are a type of food?,Is it true that foods is a type of celery?
1196,4781,ketchup,ketchup,condiment,condiment,condiment,ketchup,Is it true that ketchup is a type of condiment?,Is it true that a condiment are a type of ketchup?
1197,4785,ketchup,ketchup,food,food,food,ketchup,Is it true that ketchup is a type of food?,Is it true that food is a type of ketchup?
1198,4789,wetsuit,wetsuits,protective clothing,protective clothing,protective clothings,wetsuit,Is it true that wetsuits are a type of protective clothing?,Is it true that protective clothings is a type of wetsuit?
1199,4793,wetsuit,wetsuits,clothing,clothing,clothing,wetsuit,Is it true that wetsuits are a type of clothing?,Is it true that clothing is a type of wetsuit?
1200,4797,eclair,eclairs,dessert,dessert,desserts,eclair,Is it true that eclairs are a type of dessert?,Is it true that desserts are a type of eclair?
1201,4801,eclair,eclairs,food,food,foods,eclair,Is it true that eclairs are a type of food?,Is it true that foods is a type of eclair?
1202,4805,pipe,pipes,tool,tool,tools,pipe,Is it true that pipes are a type of tool?,Is it true that tools are a type of pipe?
1203,4809,cabbage,cabbages,plant,plant,plants,cabbage,Is it true that cabbages are a type of plant?,Is it true that plants are a type of cabbage?
1204,4813,cabbage,cabbages,food,food,foods,cabbage,Is it true that cabbages are a type of food?,Is it true that foods is a type of cabbage?
1205,4817,cabbage,cabbages,vegetable,vegetable,vegetables,cabbage,Is it true that cabbages are a type of vegetable?,Is it true that vegetables are a type of cabbage?
1206,4821,binder,binders,office supply,office supply,office supplies,binder,Is it true that binders are a type of office supply?,Is it true that office supplies are a type of binder?
1207,4825,binder,binders,school supply,school supply,school supplies,binder,Is it true that binders are a type of school supply?,Is it true that school supplies are a type of binder?
1208,4829,wrap,wrap,food,food,food,wrap,Is it true that a wrap is a type of food?,Is it true that food is a type of wrap?
1209,4833,bassoon,bassoons,musical instrument,musical instrument,musical instruments,bassoon,Is it true that bassoons are a type of musical instrument?,Is it true that musical instruments are a type of bassoon?
1210,4837,trident,tridents,weapon,weapon,weapons,trident,Is it true that tridents are a type of weapon?,Is it true that weapons are a type of trident?
1211,4841,trident,tridents,tool,tool,tools,trident,Is it true that tridents are a type of tool?,Is it true that tools are a type of trident?
1212,4845,coral,corals,animal,animal,animals,coral,Is it true that corals are a type of animal?,Is it true that animals are a type of coral?
1213,4849,coral,corals,sea animal,sea animal,sea animals,coral,Is it true that corals are a type of sea animal?,Is it true that sea animals are a type of coral?
1214,4853,footrest,footrests,furniture,furniture,furniture,footrest,Is it true that footrests are a type of furniture?,Is it true that furniture is a type of footrest?
1215,4857,bunkbed,bunkbeds,furniture,furniture,furniture,bunkbed,Is it true that bunkbeds are a type of furniture?,Is it true that furniture is a type of bunkbed?
1216,4861,doorknob,doorknobs,tool,tool,tools,doorknob,Is it true that doorknobs are a type of tool?,Is it true that tools are a type of doorknob?
1217,4865,sushi,sushi,food,food,food,sushi,Is it true that sushi is a type of food?,Is it true that food is a type of sushi?
1218,4869,poodle,poodles,animal,animal,animals,poodle,Is it true that poodles are a type of animal?,Is it true that animals are a type of poodle?
1219,4873,poodle,poodles,mammal,mammal,mammals,poodle,Is it true that poodles are a type of mammal?,Is it true that mammals are a type of poodle?
1220,4877,screwdriver,screwdrivers,tool,tool,tools,screwdriver,Is it true that screwdrivers are a type of tool?,Is it true that tools are a type of screwdriver?
1221,4881,spareribs,spareribs,food,food,foods,spareribs,Is it true that spareribs are a type of food?,Is it true that foods is a type of spareribs?
1222,4885,puppet,puppets,toy,toy,toys,puppet,Is it true that puppets are a type of toy?,Is it true that toys are a type of puppet?
1223,4889,ferry,ferries,vehicle,vehicle,vehicles,ferry,Is it true that ferries are a type of vehicle?,Is it true that vehicles are a type of ferry?
1224,4893,ferry,ferries,water vehicle,water vehicle,water vehicles,ferry,Is it true that ferries are a type of water vehicle?,Is it true that water vehicles are a type of ferry?
1225,4897,sprouts,sprouts,food,food,foods,sprouts,Is it true that sprouts are a type of food?,Is it true that foods is a type of sprouts?
1226,4901,sprouts,sprouts,vegetable,vegetable,vegetables,sprouts,Is it true that sprouts are a type of vegetable?,Is it true that vegetables are a type of sprouts?
1227,4905,tablet,tablets,electronic device,electronic device,electronic devices,tablet,Is it true that tablets are a type of electronic device?,Is it true that electronic devices are a type of tablet?
1228,4909,duckling,ducklings,animal,animal,animals,duckling,Is it true that ducklings are a type of animal?,Is it true that animals are a type of duckling?
1229,4913,duckling,ducklings,bird,bird,birds,duckling,Is it true that ducklings are a type of bird?,Is it true that birds are a type of duckling?
1230,4917,flamethrower,flamethrowers,weapon,weapon,weapons,flamethrower,Is it true that flamethrowers are a type of weapon?,Is it true that weapons are a type of flamethrower?
1231,4921,laptop,laptops,electronic device,electronic device,electronic devices,laptop,Is it true that laptops are a type of electronic device?,Is it true that electronic devices are a type of laptop?
1232,4925,rice,rice,food,food,food,rice,Is it true that rice is a type of food?,Is it true that food is a type of rice?
1233,4929,gum,gums,food,food,foods,gum,Is it true that gums are a type of food?,Is it true that foods is a type of gum?
1234,4933,gum,gums,candy,candy,candies,gum,Is it true that gums are a type of candy?,Is it true that candies is a type of gum?
1235,4937,ice-cream cone,ice-cream cones,dessert,dessert,desserts,ice-cream cone,Is it true that ice-cream cones are a type of dessert?,Is it true that desserts are a type of ice-cream cone?
1236,4941,ice-cream cone,ice-cream cones,food,food,foods,ice-cream cone,Is it true that ice-cream cones are a type of food?,Is it true that foods is a type of ice-cream cone?
1237,4945,smoothie,smoothies,drink,drink,drinks,smoothie,Is it true that smoothies are a type of drink?,Is it true that drinks are a type of smoothie?
1238,4949,slug,slugs,animal,animal,animals,slug,Is it true that slugs are a type of animal?,Is it true that animals are a type of slug?
1239,4953,wire cutters,wire cutters,tool,tool,tools,wire cutter,Is it true that wire cutters are a type of tool?,Is it true that tools are a type of wire cutter?
1240,4957,frog,frogs,animal,animal,animals,frog,Is it true that frogs are a type of animal?,Is it true that animals are a type of frog?
1241,4961,dalmatian,dalmatians,animal,animal,animals,dalmatian,Is it true that dalmatians are a type of animal?,Is it true that animals are a type of dalmatian?
1242,4965,dalmatian,dalmatians,mammal,mammal,mammals,dalmatian,Is it true that dalmatians are a type of mammal?,Is it true that mammals are a type of dalmatian?
1243,4969,salami,salami,food,food,food,salami,Is it true that salami is a type of food?,Is it true that food is a type of salami?
1244,4973,earwig,earwigs,animal,animal,animals,earwig,Is it true that earwigs are a type of animal?,Is it true that animals are a type of earwig?
1245,4977,earwig,earwigs,insect,insect,insects,earwig,Is it true that earwigs are a type of insect?,Is it true that insects are a type of earwig?
1246,4981,eggplant,eggplants,vegetable,vegetable,vegetables,eggplant,Is it true that eggplants are a type of vegetable?,Is it true that vegetables are a type of eggplant?
1247,4985,eggplant,eggplants,food,food,foods,eggplant,Is it true that eggplants are a type of food?,Is it true that foods is a type of eggplant?
1248,4989,koala,koalas,animal,animal,animals,koala,Is it true that koalas are a type of animal?,Is it true that animals are a type of koala?
1249,4993,koala,koalas,mammal,mammal,mammals,koala,Is it true that koalas are a type of mammal?,Is it true that mammals are a type of koala?
1250,4997,smoke alarm,smoke alarms,electronic device,electronic device,electronic devices,smoke alarm,Is it true that smoke alarms are a type of electronic device?,Is it true that electronic devices are a type of smoke alarm?
1251,5001,piano,pianos,musical instrument,musical instrument,musical instruments,piano,Is it true that pianos are a type of musical instrument?,Is it true that musical instruments are a type of piano?
1252,5005,eyedropper,eyedroppers,medical equipment,medical equipment,medical equipments,eyedropper,Is it true that eyedroppers are a type of medical equipment?,Is it true that medical equipments is a type of eyedropper?
1253,5009,sarcophagus,sarcophagi,container,container,containers,sarcophagus,Is it true that sarcophagi are a type of container?,Is it true that containers are a type of sarcophagus?
1254,5013,skunk,skunks,mammal,mammal,mammals,skunk,Is it true that skunks are a type of mammal?,Is it true that mammals are a type of skunk?
1255,5017,skunk,skunks,animal,animal,animals,skunk,Is it true that skunks are a type of animal?,Is it true that animals are a type of skunk?
1256,5021,radio,radios,electronic device,electronic device,electronic devices,radio,Is it true that radios are a type of electronic device?,Is it true that electronic devices are a type of radio?
1257,5025,chime,chimes,musical instrument,musical instrument,musical instruments,chime,Is it true that chimes are a type of musical instrument?,Is it true that musical instruments are a type of chime?
1258,5029,artichoke,artichokes,vegetable,vegetable,vegetables,artichoke,Is it true that artichokes are a type of vegetable?,Is it true that vegetables are a type of artichoke?
1259,5033,artichoke,artichokes,food,food,foods,artichoke,Is it true that artichokes are a type of food?,Is it true that foods is a type of artichoke?
1260,5037,artichoke,artichokes,plant,plant,plants,artichoke,Is it true that artichokes are a type of plant?,Is it true that plants are a type of artichoke?
