item,idx,ns_id,category,category_item,hypernym,hypernym_item,negative_sample,negative_item,hypernym_question,negative_question
1242,4967,ns_3,dalmatian,dalmatians,mammal,mammal,kitchen tool,kitchen tool,Is it true that dalmatians are a type of mammal?,Is it true that dalmatians are a type of kitchen tool?
1242,4968,ns_4,dalmatian,dalmatians,mammal,mammal,livestock,livestock,Is it true that dalmatians are a type of mammal?,Is it true that dalmatians are a type of livestock?
1243,4969,ns_1,salami,salami,food,food,water vehicle,water vehicle,Is it true that salami is a type of food?,Is it true that salami is a type of water vehicle?
1243,4970,ns_2,salami,salami,food,food,drink,drink,Is it true that salami is a type of food?,Is it true that salami is a type of drink?
1243,4971,ns_3,salami,salami,food,food,fastener,fastener,Is it true that salami is a type of food?,Is it true that salami is a type of fastener?
1243,4972,ns_4,salami,salami,food,food,medical equipment,medical equipment,Is it true that salami is a type of food?,Is it true that salami is a type of medical equipment?
1244,4973,ns_1,earwig,earwigs,animal,animal,auto part,auto part,Is it true that earwigs are a type of animal?,Is it true that earwigs are a type of auto part?
1244,4974,ns_2,earwig,earwigs,animal,animal,garden tool,garden tool,Is it true that earwigs are a type of animal?,Is it true that earwigs are a type of garden tool?
1244,4975,ns_3,earwig,earwigs,animal,animal,vehicle,vehicle,Is it true that earwigs are a type of animal?,Is it true that earwigs are a type of vehicle?
1244,4976,ns_4,earwig,earwigs,animal,animal,women's clothing,women's clothes,Is it true that earwigs are a type of animal?,Is it true that earwigs are a type of women's clothes?
1245,4977,ns_1,earwig,earwigs,insect,insect,livestock,livestock,Is it true that earwigs are a type of insect?,Is it true that earwigs are a type of livestock?
1245,4978,ns_2,earwig,earwigs,insect,insect,dessert,dessert,Is it true that earwigs are a type of insect?,Is it true that earwigs are a type of dessert?
1245,4979,ns_3,earwig,earwigs,insect,insect,clothing,clothing,Is it true that earwigs are a type of insect?,Is it true that earwigs are a type of clothing?
1245,4980,ns_4,earwig,earwigs,insect,insect,electronic device,electronic device,Is it true that earwigs are a type of insect?,Is it true that earwigs are a type of electronic device?
1246,4981,ns_1,eggplant,eggplants,vegetable,vegetable,accessory,accessory,Is it true that eggplants are a type of vegetable?,Is it true that eggplants are a type of accessory?
1246,4982,ns_2,eggplant,eggplants,vegetable,vegetable,game,game,Is it true that eggplants are a type of vegetable?,Is it true that eggplants are a type of game?
1246,4983,ns_3,eggplant,eggplants,vegetable,vegetable,outerwear,outerwear,Is it true that eggplants are a type of vegetable?,Is it true that eggplants are a type of outerwear?
1246,4984,ns_4,eggplant,eggplants,vegetable,vegetable,dessert,dessert,Is it true that eggplants are a type of vegetable?,Is it true that eggplants are a type of dessert?
1247,4985,ns_1,eggplant,eggplants,food,food,women's clothing,women's clothes,Is it true that eggplants are a type of food?,Is it true that eggplants are a type of women's clothes?
1247,4986,ns_2,eggplant,eggplants,food,food,furniture,furniture,Is it true that eggplants are a type of food?,Is it true that eggplants are a type of furniture?
1247,4987,ns_3,eggplant,eggplants,food,food,musical instrument,musical instrument,Is it true that eggplants are a type of food?,Is it true that eggplants are a type of musical instrument?
1247,4988,ns_4,eggplant,eggplants,food,food,insect,insect,Is it true that eggplants are a type of food?,Is it true that eggplants are a type of insect?
1248,4989,ns_1,koala,koalas,animal,animal,fruit,fruit,Is it true that koalas are a type of animal?,Is it true that koalas are a type of fruit?
1248,4990,ns_2,koala,koalas,animal,animal,insect,insect,Is it true that koalas are a type of animal?,Is it true that koalas are a type of insect?
1248,4991,ns_3,koala,koalas,animal,animal,vegetable,vegetable,Is it true that koalas are a type of animal?,Is it true that koalas are a type of vegetable?
1248,4992,ns_4,koala,koalas,animal,animal,dessert,dessert,Is it true that koalas are a type of animal?,Is it true that koalas are a type of dessert?
1249,4993,ns_1,koala,koalas,mammal,mammal,candy,candy,Is it true that koalas are a type of mammal?,Is it true that koalas are a type of candy?
1249,4994,ns_2,koala,koalas,mammal,mammal,tool,tool,Is it true that koalas are a type of mammal?,Is it true that koalas are a type of tool?
1249,4995,ns_3,koala,koalas,mammal,mammal,jewelry,jewelry,Is it true that koalas are a type of mammal?,Is it true that koalas are a type of jewelry?
1249,4996,ns_4,koala,koalas,mammal,mammal,container,container,Is it true that koalas are a type of mammal?,Is it true that koalas are a type of container?
1250,4997,ns_1,smoke alarm,smoke alarms,electronic device,electronic device,mammal,mammal,Is it true that smoke alarms are a type of electronic device?,Is it true that smoke alarms are a type of mammal?
1250,4998,ns_2,smoke alarm,smoke alarms,electronic device,electronic device,water vehicle,water vehicle,Is it true that smoke alarms are a type of electronic device?,Is it true that smoke alarms are a type of water vehicle?
1250,4999,ns_3,smoke alarm,smoke alarms,electronic device,electronic device,jewelry,jewelry,Is it true that smoke alarms are a type of electronic device?,Is it true that smoke alarms are a type of jewelry?
1250,5000,ns_4,smoke alarm,smoke alarms,electronic device,electronic device,clothing,clothing,Is it true that smoke alarms are a type of electronic device?,Is it true that smoke alarms are a type of clothing?
1251,5001,ns_1,piano,pianos,musical instrument,musical instrument,fruit,fruit,Is it true that pianos are a type of musical instrument?,Is it true that pianos are a type of fruit?
1251,5002,ns_2,piano,pianos,musical instrument,musical instrument,livestock,livestock,Is it true that pianos are a type of musical instrument?,Is it true that pianos are a type of livestock?
1251,5003,ns_3,piano,pianos,musical instrument,musical instrument,drink,drink,Is it true that pianos are a type of musical instrument?,Is it true that pianos are a type of drink?
1251,5004,ns_4,piano,pianos,musical instrument,musical instrument,vehicle,vehicle,Is it true that pianos are a type of musical instrument?,Is it true that pianos are a type of vehicle?
1252,5005,ns_1,eyedropper,eyedroppers,medical equipment,medical equipment,electronic device,electronic device,Is it true that eyedroppers are a type of medical equipment?,Is it true that eyedroppers are a type of electronic device?
1252,5006,ns_2,eyedropper,eyedroppers,medical equipment,medical equipment,headwear,headwear,Is it true that eyedroppers are a type of medical equipment?,Is it true that eyedroppers are a type of headwear?
1252,5007,ns_3,eyedropper,eyedroppers,medical equipment,medical equipment,condiment,condiment,Is it true that eyedroppers are a type of medical equipment?,Is it true that eyedroppers are a type of condiment?
1252,5008,ns_4,eyedropper,eyedroppers,medical equipment,medical equipment,women's clothing,women's clothes,Is it true that eyedroppers are a type of medical equipment?,Is it true that eyedroppers are a type of women's clothes?
1253,5009,ns_1,sarcophagus,sarcophagi,container,container,plant,plant,Is it true that sarcophagi are a type of container?,Is it true that sarcophagi are a type of plant?
1253,5010,ns_2,sarcophagus,sarcophagi,container,container,sea animal,sea animal,Is it true that sarcophagi are a type of container?,Is it true that sarcophagi are a type of sea animal?
1253,5011,ns_3,sarcophagus,sarcophagi,container,container,bird,bird,Is it true that sarcophagi are a type of container?,Is it true that sarcophagi are a type of bird?
1253,5012,ns_4,sarcophagus,sarcophagi,container,container,candy,candy,Is it true that sarcophagi are a type of container?,Is it true that sarcophagi are a type of candy?
1254,5013,ns_1,skunk,skunks,mammal,mammal,fastener,fastener,Is it true that skunks are a type of mammal?,Is it true that skunks are a type of fastener?
1254,5014,ns_2,skunk,skunks,mammal,mammal,office supply,office supply,Is it true that skunks are a type of mammal?,Is it true that skunks are a type of office supply?
1254,5015,ns_3,skunk,skunks,mammal,mammal,school supply,school supply,Is it true that skunks are a type of mammal?,Is it true that skunks are a type of school supply?
1254,5016,ns_4,skunk,skunks,mammal,mammal,toy,toy,Is it true that skunks are a type of mammal?,Is it true that skunks are a type of toy?
1255,5017,ns_1,skunk,skunks,animal,animal,condiment,condiment,Is it true that skunks are a type of animal?,Is it true that skunks are a type of condiment?
1255,5018,ns_2,skunk,skunks,animal,animal,musical instrument,musical instrument,Is it true that skunks are a type of animal?,Is it true that skunks are a type of musical instrument?
1255,5019,ns_3,skunk,skunks,animal,animal,dessert,dessert,Is it true that skunks are a type of animal?,Is it true that skunks are a type of dessert?
1255,5020,ns_4,skunk,skunks,animal,animal,kitchen tool,kitchen tool,Is it true that skunks are a type of animal?,Is it true that skunks are a type of kitchen tool?
1256,5021,ns_1,radio,radios,electronic device,electronic device,food,food,Is it true that radios are a type of electronic device?,Is it true that radios are a type of food?
1256,5022,ns_2,radio,radios,electronic device,electronic device,home decor,home decor,Is it true that radios are a type of electronic device?,Is it true that radios are a type of home decor?
1256,5023,ns_3,radio,radios,electronic device,electronic device,condiment,condiment,Is it true that radios are a type of electronic device?,Is it true that radios are a type of condiment?
1256,5024,ns_4,radio,radios,electronic device,electronic device,toiletry,toiletry,Is it true that radios are a type of electronic device?,Is it true that radios are a type of toiletry?
1257,5025,ns_1,chime,chimes,musical instrument,musical instrument,container,container,Is it true that chimes are a type of musical instrument?,Is it true that chimes are a type of container?
1257,5026,ns_2,chime,chimes,musical instrument,musical instrument,bird,bird,Is it true that chimes are a type of musical instrument?,Is it true that chimes are a type of bird?
1257,5027,ns_3,chime,chimes,musical instrument,musical instrument,animal,animal,Is it true that chimes are a type of musical instrument?,Is it true that chimes are a type of animal?
1257,5028,ns_4,chime,chimes,musical instrument,musical instrument,protective clothing,protective clothing,Is it true that chimes are a type of musical instrument?,Is it true that chimes are a type of protective clothing?
1258,5029,ns_1,artichoke,artichokes,vegetable,vegetable,auto part,auto part,Is it true that artichokes are a type of vegetable?,Is it true that artichokes are a type of auto part?
1258,5030,ns_2,artichoke,artichokes,vegetable,vegetable,tool,tool,Is it true that artichokes are a type of vegetable?,Is it true that artichokes are a type of tool?
1258,5031,ns_3,artichoke,artichokes,vegetable,vegetable,protective clothing,protective clothing,Is it true that artichokes are a type of vegetable?,Is it true that artichokes are a type of protective clothing?
1258,5032,ns_4,artichoke,artichokes,vegetable,vegetable,furniture,furniture,Is it true that artichokes are a type of vegetable?,Is it true that artichokes are a type of furniture?
1259,5033,ns_1,artichoke,artichokes,food,food,toiletry,toiletry,Is it true that artichokes are a type of food?,Is it true that artichokes are a type of toiletry?
1259,5034,ns_2,artichoke,artichokes,food,food,women's clothing,women's clothes,Is it true that artichokes are a type of food?,Is it true that artichokes are a type of women's clothes?
1259,5035,ns_3,artichoke,artichokes,food,food,fruit,fruit,Is it true that artichokes are a type of food?,Is it true that artichokes are a type of fruit?
1259,5036,ns_4,artichoke,artichokes,food,food,candy,candy,Is it true that artichokes are a type of food?,Is it true that artichokes are a type of candy?
1260,5037,ns_1,artichoke,artichokes,plant,plant,fastener,fastener,Is it true that artichokes are a type of plant?,Is it true that artichokes are a type of fastener?
1260,5038,ns_2,artichoke,artichokes,plant,plant,electronic device,electronic device,Is it true that artichokes are a type of plant?,Is it true that artichokes are a type of electronic device?
1260,5039,ns_3,artichoke,artichokes,plant,plant,school supply,school supply,Is it true that artichokes are a type of plant?,Is it true that artichokes are a type of school supply?
1260,5040,ns_4,artichoke,artichokes,plant,plant,drink,drink,Is it true that artichokes are a type of plant?,Is it true that artichokes are a type of drink?
1261,5041,ns_1,snowsuit,snowsuits,outerwear,outerwear,drink,drink,Is it true that snowsuits are a type of outerwear?,Is it true that snowsuits are a type of drink?
1261,5042,ns_2,snowsuit,snowsuits,outerwear,outerwear,livestock,livestock,Is it true that snowsuits are a type of outerwear?,Is it true that snowsuits are a type of livestock?
1261,5043,ns_3,snowsuit,snowsuits,outerwear,outerwear,auto part,auto part,Is it true that snowsuits are a type of outerwear?,Is it true that snowsuits are a type of auto part?
1261,5044,ns_4,snowsuit,snowsuits,outerwear,outerwear,kitchen tool,kitchen tool,Is it true that snowsuits are a type of outerwear?,Is it true that snowsuits are a type of kitchen tool?
1262,5045,ns_1,snowsuit,snowsuits,clothing,clothing,weapon,weapon,Is it true that snowsuits are a type of clothing?,Is it true that snowsuits are a type of weapon?
1262,5046,ns_2,snowsuit,snowsuits,clothing,clothing,fruit,fruit,Is it true that snowsuits are a type of clothing?,Is it true that snowsuits are a type of fruit?
1262,5047,ns_3,snowsuit,snowsuits,clothing,clothing,kitchen tool,kitchen tool,Is it true that snowsuits are a type of clothing?,Is it true that snowsuits are a type of kitchen tool?
1262,5048,ns_4,snowsuit,snowsuits,clothing,clothing,office supply,office supply,Is it true that snowsuits are a type of clothing?,Is it true that snowsuits are a type of office supply?
1263,5049,ns_1,rose,roses,plant,plant,kitchen equipment,kitchen equipment,Is it true that roses are a type of plant?,Is it true that roses are a type of kitchen equipment?
1263,5050,ns_2,rose,roses,plant,plant,vegetable,vegetable,Is it true that roses are a type of plant?,Is it true that roses are a type of vegetable?
1263,5051,ns_3,rose,roses,plant,plant,headwear,headwear,Is it true that roses are a type of plant?,Is it true that roses are a type of headwear?
1263,5052,ns_4,rose,roses,plant,plant,container,container,Is it true that roses are a type of plant?,Is it true that roses are a type of container?
1264,5053,ns_1,match,matches,tool,tool,musical instrument,musical instrument,Is it true that matches are a type of tool?,Is it true that matches are a type of musical instrument?
1264,5054,ns_2,match,matches,tool,tool,jewelry,jewelry,Is it true that matches are a type of tool?,Is it true that matches are a type of jewelry?
1264,5055,ns_3,match,matches,tool,tool,furniture,furniture,Is it true that matches are a type of tool?,Is it true that matches are a type of furniture?
1264,5056,ns_4,match,matches,tool,tool,fruit,fruit,Is it true that matches are a type of tool?,Is it true that matches are a type of fruit?
1265,5057,ns_1,crutch,crutches,medical equipment,medical equipment,animal,animal,Is it true that crutches are a type of medical equipment?,Is it true that crutches are a type of animal?
1265,5058,ns_2,crutch,crutches,medical equipment,medical equipment,clothing,clothing,Is it true that crutches are a type of medical equipment?,Is it true that crutches are a type of clothing?
1265,5059,ns_3,crutch,crutches,medical equipment,medical equipment,protective clothing,protective clothing,Is it true that crutches are a type of medical equipment?,Is it true that crutches are a type of protective clothing?
1265,5060,ns_4,crutch,crutches,medical equipment,medical equipment,plant,plant,Is it true that crutches are a type of medical equipment?,Is it true that crutches are a type of plant?
1266,5061,ns_1,face mask,face masks,protective clothing,protective clothing,headwear,headwear,Is it true that face masks are a type of protective clothing?,Is it true that face masks are a type of headwear?
1266,5062,ns_2,face mask,face masks,protective clothing,protective clothing,vegetable,vegetable,Is it true that face masks are a type of protective clothing?,Is it true that face masks are a type of vegetable?
1266,5063,ns_3,face mask,face masks,protective clothing,protective clothing,fruit,fruit,Is it true that face masks are a type of protective clothing?,Is it true that face masks are a type of fruit?
1266,5064,ns_4,face mask,face masks,protective clothing,protective clothing,drink,drink,Is it true that face masks are a type of protective clothing?,Is it true that face masks are a type of drink?
1267,5065,ns_1,chips,chips,food,food,container,container,Is it true that chips are a type of food?,Is it true that chips are a type of container?
1267,5066,ns_2,chips,chips,food,food,mammal,mammal,Is it true that chips are a type of food?,Is it true that chips are a type of mammal?
1267,5067,ns_3,chips,chips,food,food,tool,tool,Is it true that chips are a type of food?,Is it true that chips are a type of tool?
1267,5068,ns_4,chips,chips,food,food,fruit,fruit,Is it true that chips are a type of food?,Is it true that chips are a type of fruit?
1268,5069,ns_1,giraffe,giraffes,animal,animal,electronic device,electronic device,Is it true that giraffes are a type of animal?,Is it true that giraffes are a type of electronic device?
1268,5070,ns_2,giraffe,giraffes,animal,animal,kitchen equipment,kitchen equipment,Is it true that giraffes are a type of animal?,Is it true that giraffes are a type of kitchen equipment?
1268,5071,ns_3,giraffe,giraffes,animal,animal,drink,drink,Is it true that giraffes are a type of animal?,Is it true that giraffes are a type of drink?
1268,5072,ns_4,giraffe,giraffes,animal,animal,outerwear,outerwear,Is it true that giraffes are a type of animal?,Is it true that giraffes are a type of outerwear?
1269,5073,ns_1,giraffe,giraffes,mammal,mammal,sea animal,sea animal,Is it true that giraffes are a type of mammal?,Is it true that giraffes are a type of sea animal?
1269,5074,ns_2,giraffe,giraffes,mammal,mammal,bird,bird,Is it true that giraffes are a type of mammal?,Is it true that giraffes are a type of bird?
1269,5075,ns_3,giraffe,giraffes,mammal,mammal,container,container,Is it true that giraffes are a type of mammal?,Is it true that giraffes are a type of container?
1269,5076,ns_4,giraffe,giraffes,mammal,mammal,jewelry,jewelry,Is it true that giraffes are a type of mammal?,Is it true that giraffes are a type of jewelry?
1270,5077,ns_1,cymbal,cymbals,musical instrument,musical instrument,water vehicle,water vehicle,Is it true that cymbals are a type of musical instrument?,Is it true that cymbals are a type of water vehicle?
1270,5078,ns_2,cymbal,cymbals,musical instrument,musical instrument,tool,tool,Is it true that cymbals are a type of musical instrument?,Is it true that cymbals are a type of tool?
1270,5079,ns_3,cymbal,cymbals,musical instrument,musical instrument,accessory,accessory,Is it true that cymbals are a type of musical instrument?,Is it true that cymbals are a type of accessory?
1270,5080,ns_4,cymbal,cymbals,musical instrument,musical instrument,animal,animal,Is it true that cymbals are a type of musical instrument?,Is it true that cymbals are a type of animal?
1271,5081,ns_1,raft,rafts,vehicle,vehicle,auto part,auto part,Is it true that rafts are a type of vehicle?,Is it true that rafts are a type of auto part?
1271,5082,ns_2,raft,rafts,vehicle,vehicle,candy,candy,Is it true that rafts are a type of vehicle?,Is it true that rafts are a type of candy?
1271,5083,ns_3,raft,rafts,vehicle,vehicle,accessory,accessory,Is it true that rafts are a type of vehicle?,Is it true that rafts are a type of accessory?
1271,5084,ns_4,raft,rafts,vehicle,vehicle,kitchen tool,kitchen tool,Is it true that rafts are a type of vehicle?,Is it true that rafts are a type of kitchen tool?
1272,5085,ns_1,raft,rafts,water vehicle,water vehicle,toiletry,toiletry,Is it true that rafts are a type of water vehicle?,Is it true that rafts are a type of toiletry?
1272,5086,ns_2,raft,rafts,water vehicle,water vehicle,animal,animal,Is it true that rafts are a type of water vehicle?,Is it true that rafts are a type of animal?
1272,5087,ns_3,raft,rafts,water vehicle,water vehicle,electronic device,electronic device,Is it true that rafts are a type of water vehicle?,Is it true that rafts are a type of electronic device?
1272,5088,ns_4,raft,rafts,water vehicle,water vehicle,kitchen equipment,kitchen equipment,Is it true that rafts are a type of water vehicle?,Is it true that rafts are a type of kitchen equipment?
1273,5089,ns_1,fishbowl,fishbowls,container,container,sea animal,sea animal,Is it true that fishbowls are a type of container?,Is it true that fishbowls are a type of sea animal?
1273,5090,ns_2,fishbowl,fishbowls,container,container,game,game,Is it true that fishbowls are a type of container?,Is it true that fishbowls are a type of game?
1273,5091,ns_3,fishbowl,fishbowls,container,container,office supply,office supply,Is it true that fishbowls are a type of container?,Is it true that fishbowls are a type of office supply?
1273,5092,ns_4,fishbowl,fishbowls,container,container,jewelry,jewelry,Is it true that fishbowls are a type of container?,Is it true that fishbowls are a type of jewelry?
1274,5093,ns_1,toothbrush,toothbrushes,toiletry,toiletry,food,food,Is it true that toothbrushes are a type of toiletry?,Is it true that toothbrushes are a type of food?
1274,5094,ns_2,toothbrush,toothbrushes,toiletry,toiletry,kitchen tool,kitchen tool,Is it true that toothbrushes are a type of toiletry?,Is it true that toothbrushes are a type of kitchen tool?
1274,5095,ns_3,toothbrush,toothbrushes,toiletry,toiletry,furniture,furniture,Is it true that toothbrushes are a type of toiletry?,Is it true that toothbrushes are a type of furniture?
1274,5096,ns_4,toothbrush,toothbrushes,toiletry,toiletry,drink,drink,Is it true that toothbrushes are a type of toiletry?,Is it true that toothbrushes are a type of drink?
1275,5097,ns_1,yogurt,yogurts,food,food,sea animal,sea animal,Is it true that yogurts are a type of food?,Is it true that yogurts are a type of sea animal?
1275,5098,ns_2,yogurt,yogurts,food,food,insect,insect,Is it true that yogurts are a type of food?,Is it true that yogurts are a type of insect?
1275,5099,ns_3,yogurt,yogurts,food,food,outerwear,outerwear,Is it true that yogurts are a type of food?,Is it true that yogurts are a type of outerwear?
1275,5100,ns_4,yogurt,yogurts,food,food,seafood,seafood,Is it true that yogurts are a type of food?,Is it true that yogurts are a type of seafood?
1276,5101,ns_1,bathtub,bathtubs,container,container,condiment,condiment,Is it true that bathtubs are a type of container?,Is it true that bathtubs are a type of condiment?
1276,5102,ns_2,bathtub,bathtubs,container,container,accessory,accessory,Is it true that bathtubs are a type of container?,Is it true that bathtubs are a type of accessory?
1276,5103,ns_3,bathtub,bathtubs,container,container,livestock,livestock,Is it true that bathtubs are a type of container?,Is it true that bathtubs are a type of livestock?
1276,5104,ns_4,bathtub,bathtubs,container,container,headwear,headwear,Is it true that bathtubs are a type of container?,Is it true that bathtubs are a type of headwear?
1277,5105,ns_1,hamster,hamsters,animal,animal,sea animal,sea animal,Is it true that hamsters are a type of animal?,Is it true that hamsters are a type of sea animal?
1277,5106,ns_2,hamster,hamsters,animal,animal,office supply,office supply,Is it true that hamsters are a type of animal?,Is it true that hamsters are a type of office supply?
1277,5107,ns_3,hamster,hamsters,animal,animal,accessory,accessory,Is it true that hamsters are a type of animal?,Is it true that hamsters are a type of accessory?
1277,5108,ns_4,hamster,hamsters,animal,animal,tool,tool,Is it true that hamsters are a type of animal?,Is it true that hamsters are a type of tool?
1278,5109,ns_1,hamster,hamsters,mammal,mammal,dessert,dessert,Is it true that hamsters are a type of mammal?,Is it true that hamsters are a type of dessert?
1278,5110,ns_2,hamster,hamsters,mammal,mammal,protective clothing,protective clothing,Is it true that hamsters are a type of mammal?,Is it true that hamsters are a type of protective clothing?
1278,5111,ns_3,hamster,hamsters,mammal,mammal,fruit,fruit,Is it true that hamsters are a type of mammal?,Is it true that hamsters are a type of fruit?
1278,5112,ns_4,hamster,hamsters,mammal,mammal,vegetable,vegetable,Is it true that hamsters are a type of mammal?,Is it true that hamsters are a type of vegetable?
1279,5113,ns_1,mashed potato,mashed potatoes,food,food,insect,insect,Is it true that mashed potatoes are a type of food?,Is it true that mashed potatoes are a type of insect?
1279,5114,ns_2,mashed potato,mashed potatoes,food,food,office supply,office supply,Is it true that mashed potatoes are a type of food?,Is it true that mashed potatoes are a type of office supply?
1279,5115,ns_3,mashed potato,mashed potatoes,food,food,vehicle,vehicle,Is it true that mashed potatoes are a type of food?,Is it true that mashed potatoes are a type of vehicle?
1279,5116,ns_4,mashed potato,mashed potatoes,food,food,fastener,fastener,Is it true that mashed potatoes are a type of food?,Is it true that mashed potatoes are a type of fastener?
1280,5117,ns_1,crayfish,crayfish,animal,animal,condiment,condiment,Is it true that crayfish are a type of animal?,Is it true that crayfish are a type of condiment?
1280,5118,ns_2,crayfish,crayfish,animal,animal,accessory,accessory,Is it true that crayfish are a type of animal?,Is it true that crayfish are a type of accessory?
1280,5119,ns_3,crayfish,crayfish,animal,animal,medical equipment,medical equipment,Is it true that crayfish are a type of animal?,Is it true that crayfish are a type of medical equipment?
1280,5120,ns_4,crayfish,crayfish,animal,animal,electronic device,electronic device,Is it true that crayfish are a type of animal?,Is it true that crayfish are a type of electronic device?
1281,5121,ns_1,crayfish,crayfish,food,food,accessory,accessory,Is it true that crayfish are a type of food?,Is it true that crayfish are a type of accessory?
1281,5122,ns_2,crayfish,crayfish,food,food,vehicle,vehicle,Is it true that crayfish are a type of food?,Is it true that crayfish are a type of vehicle?
1281,5123,ns_3,crayfish,crayfish,food,food,musical instrument,musical instrument,Is it true that crayfish are a type of food?,Is it true that crayfish are a type of musical instrument?
1281,5124,ns_4,crayfish,crayfish,food,food,clothing,clothing,Is it true that crayfish are a type of food?,Is it true that crayfish are a type of clothing?
1282,5125,ns_1,crayfish,crayfish,seafood,seafood,jewelry,jewelry,Is it true that crayfish are a type of seafood?,Is it true that crayfish are a type of jewelry?
1282,5126,ns_2,crayfish,crayfish,seafood,seafood,weapon,weapon,Is it true that crayfish are a type of seafood?,Is it true that crayfish are a type of weapon?
1282,5127,ns_3,crayfish,crayfish,seafood,seafood,home decor,home decor,Is it true that crayfish are a type of seafood?,Is it true that crayfish are a type of home decor?
1282,5128,ns_4,crayfish,crayfish,seafood,seafood,dessert,dessert,Is it true that crayfish are a type of seafood?,Is it true that crayfish are a type of dessert?
1283,5129,ns_1,crepe,crepes,dessert,dessert,tool,tool,Is it true that crepes are a type of dessert?,Is it true that crepes are a type of tool?
1283,5130,ns_2,crepe,crepes,dessert,dessert,candy,candy,Is it true that crepes are a type of dessert?,Is it true that crepes are a type of candy?
1283,5131,ns_3,crepe,crepes,dessert,dessert,water vehicle,water vehicle,Is it true that crepes are a type of dessert?,Is it true that crepes are a type of water vehicle?
1283,5132,ns_4,crepe,crepes,dessert,dessert,condiment,condiment,Is it true that crepes are a type of dessert?,Is it true that crepes are a type of condiment?
1284,5133,ns_1,crepe,crepes,food,food,musical instrument,musical instrument,Is it true that crepes are a type of food?,Is it true that crepes are a type of musical instrument?
1284,5134,ns_2,crepe,crepes,food,food,accessory,accessory,Is it true that crepes are a type of food?,Is it true that crepes are a type of accessory?
1284,5135,ns_3,crepe,crepes,food,food,animal,animal,Is it true that crepes are a type of food?,Is it true that crepes are a type of animal?
1284,5136,ns_4,crepe,crepes,food,food,protective clothing,protective clothing,Is it true that crepes are a type of food?,Is it true that crepes are a type of protective clothing?
1285,5137,ns_1,buckle,buckles,accessory,accessory,candy,candy,Is it true that buckles are a type of accessory?,Is it true that buckles are a type of candy?
1285,5138,ns_2,buckle,buckles,accessory,accessory,auto part,auto part,Is it true that buckles are a type of accessory?,Is it true that buckles are a type of auto part?
1285,5139,ns_3,buckle,buckles,accessory,accessory,livestock,livestock,Is it true that buckles are a type of accessory?,Is it true that buckles are a type of livestock?
1285,5140,ns_4,buckle,buckles,accessory,accessory,medical equipment,medical equipment,Is it true that buckles are a type of accessory?,Is it true that buckles are a type of medical equipment?
1286,5141,ns_1,buckle,buckles,fastener,fastener,home decor,home decor,Is it true that buckles are a type of fastener?,Is it true that buckles are a type of home decor?
1286,5142,ns_2,buckle,buckles,fastener,fastener,office supply,office supply,Is it true that buckles are a type of fastener?,Is it true that buckles are a type of office supply?
1286,5143,ns_3,buckle,buckles,fastener,fastener,headwear,headwear,Is it true that buckles are a type of fastener?,Is it true that buckles are a type of headwear?
1286,5144,ns_4,buckle,buckles,fastener,fastener,livestock,livestock,Is it true that buckles are a type of fastener?,Is it true that buckles are a type of livestock?
1287,5145,ns_1,goat,goats,livestock,livestock,bird,bird,Is it true that goats are a type of livestock?,Is it true that goats are a type of bird?
1287,5146,ns_2,goat,goats,livestock,livestock,auto part,auto part,Is it true that goats are a type of livestock?,Is it true that goats are a type of auto part?
1287,5147,ns_3,goat,goats,livestock,livestock,school supply,school supply,Is it true that goats are a type of livestock?,Is it true that goats are a type of school supply?
1287,5148,ns_4,goat,goats,livestock,livestock,insect,insect,Is it true that goats are a type of livestock?,Is it true that goats are a type of insect?
1288,5149,ns_1,goat,goats,food,food,plant,plant,Is it true that goats are a type of food?,Is it true that goats are a type of plant?
1288,5150,ns_2,goat,goats,food,food,vehicle,vehicle,Is it true that goats are a type of food?,Is it true that goats are a type of vehicle?
1288,5151,ns_3,goat,goats,food,food,furniture,furniture,Is it true that goats are a type of food?,Is it true that goats are a type of furniture?
1288,5152,ns_4,goat,goats,food,food,fastener,fastener,Is it true that goats are a type of food?,Is it true that goats are a type of fastener?
1289,5153,ns_1,goat,goats,animal,animal,sea animal,sea animal,Is it true that goats are a type of animal?,Is it true that goats are a type of sea animal?
1289,5154,ns_2,goat,goats,animal,animal,bird,bird,Is it true that goats are a type of animal?,Is it true that goats are a type of bird?
1289,5155,ns_3,goat,goats,animal,animal,kitchen equipment,kitchen equipment,Is it true that goats are a type of animal?,Is it true that goats are a type of kitchen equipment?
1289,5156,ns_4,goat,goats,animal,animal,office supply,office supply,Is it true that goats are a type of animal?,Is it true that goats are a type of office supply?
1290,5157,ns_1,goat,goats,mammal,mammal,tool,tool,Is it true that goats are a type of mammal?,Is it true that goats are a type of tool?
1290,5158,ns_2,goat,goats,mammal,mammal,headwear,headwear,Is it true that goats are a type of mammal?,Is it true that goats are a type of headwear?
1290,5159,ns_3,goat,goats,mammal,mammal,bird,bird,Is it true that goats are a type of mammal?,Is it true that goats are a type of bird?
1290,5160,ns_4,goat,goats,mammal,mammal,drink,drink,Is it true that goats are a type of mammal?,Is it true that goats are a type of drink?
1291,5161,ns_1,caramel,caramels,dessert,dessert,insect,insect,Is it true that caramels are a type of dessert?,Is it true that caramels are a type of insect?
